image_path,question,answer,tool_id,query,code,tool,call
000000137202.jpg,What special attire are the judges of the event wearing?,"The judges in the event are wearing special vests, which may serve to identify their roles or provide certain functionalities specific to their responsibilities during the event.",llava_49801,What special attire are the judges of the event wearing?,"def execute_command(image)->str:
	image_patch = ImagePatch(image)
	judge_patches = image_patch.find(""judge"")
	if len(judge_patches) == 0:
		# If no judge is found, query the image directly with simple_query instead of returning a long string like ""There are no judges.""
		return image_patch.simple_query(""What special attire are the judges of the event wearing?"")
	# Pick the first judge instance
	judge_patch = judge_patches[0]
	attire = judge_patch.simple_query(""What attire is this judge wearing?"")
	return attire","def identify_attire_of_person(image_patch: ImagePatch, person_type: str, query: str) -> str:
    '''Identify the attire of a specific type of person in an image.
    
    Args:
        image_patch (ImagePatch): The image patch to check.
        person_type (str): The type of person to check for attire.
        query (str): The original query to answer.
       
    Returns:
        str: The attire of the person if found, otherwise the result of the original query.
    '''
    
    person_patches = image_patch.find(person_type)
    if len(person_patches) == 0:
        # If no person of the specified type is found, query the image directly with simple_query instead of returning a long string like ""There are no {person_type}.""
        return image_patch.simple_query(query)
    # Pick the first person instance
    person_patch = person_patches[0]
    attire = person_patch.simple_query(f""What attire is this {person_type} wearing?"")
    return attire","identify_attire_of_person(image_patch, ""judge"", ""What special attire are the judges of the event wearing?"")"
000000163068.jpg,How many people are trying to load the bicycle into the van?,Two people are trying to load the bicycle into the back of the van.,llava_55695,How many people are trying to load the bicycle into the van?,"def execute_command(image)->str:
	image_patch = ImagePatch(image)
	people_patches = image_patch.find(""people"")
	bicycle_patches = image_patch.find(""bicycle"")
	van_patches = image_patch.find(""van"")
	if len(bicycle_patches) == 0 or len(van_patches) == 0:
		return ""0""
	bicycle_patch = bicycle_patches[0]
	van_patch = van_patches[0]
	people_loading_bicycle = 0
	for person_patch in people_patches:
		if person_patch.overlaps_with(bicycle_patch.left, bicycle_patch.lower, bicycle_patch.right, bicycle_patch.upper) or person_patch.overlaps_with(van_patch.left, van_patch.lower, van_patch.right, van_patch.upper):
			people_loading_bicycle += 1
	return str(people_loading_bicycle)","def count_objects_interacting_with_two_others(image_patch: ImagePatch, object_name: str, first_interacted_object_name: str, second_interacted_object_name: str) -> str:
    '''Count the number of objects interacting with two other objects.
    
    Args:
        image_patch (ImagePatch): The image patch to check.
        object_name (str): The name of the object to count.
        first_interacted_object_name (str): The name of the first interacted object.
        second_interacted_object_name (str): The name of the second interacted object.
       
    Returns:
        str: The number of objects interacting with the two other objects.
    '''
    
    object_patches = image_patch.find(object_name)
    first_interacted_patches = image_patch.find(first_interacted_object_name)
    second_interacted_patches = image_patch.find(second_interacted_object_name)
    if len(first_interacted_patches) == 0 or len(second_interacted_patches) == 0:
        return ""0""
    first_interacted_patch = first_interacted_patches[0]
    second_interacted_patch = second_interacted_patches[0]
    interacting_objects_count = 0
    for object_patch in object_patches:
        if object_patch.overlaps_with(first_interacted_patch.left, first_interacted_patch.lower, first_interacted_patch.right, first_interacted_patch.upper) or object_patch.overlaps_with(second_interacted_patch.left, second_interacted_patch.lower, second_interacted_patch.right, second_interacted_patch.upper):
            interacting_objects_count += 1
    return str(interacting_objects_count)","count_objects_interacting_with_two_others(image_patch, ""people"", ""bicycle"", ""van"")"
000000457335.jpg,Is the salmon broiled or another method of cooking is used for the salmon?,The salmon in the image is broiled.,llava_62317,Is the salmon broiled or another method of cooking is used for the salmon?,"def execute_command(image)->str:
	image_patch = ImagePatch(image)
	salmon_patches = image_patch.find(""salmon"")
	# Assuming one salmon patch
	salmon_patch = salmon_patches[0]
	return salmon_patch.best_text_match([""broiled"", ""another method""])","def identify_object_attribute(image_patch: ImagePatch, object_name: str, possible_attributes: list) -> str:
    '''Identify the attribute of an object from a list of possible attributes.
    
    Args:
        image_patch (ImagePatch): The image patch to check.
        object_name (str): The name of the object to check for attributes.
        possible_attributes (list): A list of possible attributes of the object.
       
    Returns:
        str: The best match attribute from the list of possible attributes.
    '''
    
    object_patches = image_patch.find(object_name)
    # Assuming one object patch
    object_patch = object_patches[0]
    return object_patch.best_text_match(possible_attributes)","identify_object_attribute(image_patch, ""salmon"", [""broiled"", ""another method""])"
000000112385.jpg,What is a wax rub in the context of this image?,"In the context of this image, a wax rub refers to a piece or bar of surfboard wax that the man is using to apply to the surface of his surfboard. The wax rub is designed specifically for this purpose, with the appropriate texture and properties to provide the desired grip and traction on the surfboard surface.",llava_66945,What is a wax rub in the context of this image?,"def execute_command(image) -> str:
	image_patch = ImagePatch(image)
	context = image_patch.simple_query(""What is the context of this image?"")
	external_knowledge_query = ""What is a wax rub in the context of {}?"".format(context)
	return image_patch.bing_search(external_knowledge_query)","def understand_term_in_image_context(image_patch: ImagePatch, term: str) -> str:
    '''Understand the meaning of a term in the context of an image.
    
    Args:
        image_patch (ImagePatch): The image patch to check.
        term (str): The term to understand.
       
    Returns:
        str: The meaning of the term in the context of the image.
    '''
    context = image_patch.simple_query(""What is the context of this image?"")
    external_knowledge_query = ""What is {} in the context of {}?"".format(term, context)
    return image_patch.bing_search(external_knowledge_query)","understand_term_in_image_context(image_patch, ""wax rub"")"
000000397938.jpg,Are the daughters actively helping in making the sandwiches?,"Yes, the daughters are actively helping their mom make sandwiches.",llava_77669,Are the daughters actively helping in making the sandwiches?,"def execute_command(image) -> str:
	image_patch = ImagePatch(image)
	daughter_patches = image_patch.find(""daughter"")
	if not daughter_patches:
		return ""no""
	for daughter_patch in daughter_patches:
		if not daughter_patch.verify_property(""daughter"", ""actively helping""):
			return ""no""
	return ""yes""","def check_object_property(image_patch: ImagePatch, object_name: str, property_name: str) -> str:
    '''Check whether a certain type of object is performing a certain action or has a certain property.
    
    Args:
        image_patch (ImagePatch): The image patch to check.
        object_name (str): The name of the object to check.
        property_name (str): The name of the property or action to check.
       
    Returns:
        str: ""yes"" if the object has the property or is performing the action, ""no"" otherwise.
    '''
    
    object_patches = image_patch.find(object_name)
    if not object_patches:
        return ""no""
    for object_patch in object_patches:
        if not object_patch.verify_property(object_name, property_name):
            return ""no""
    return ""yes""","check_object_property(image_patch, ""daughter"", ""actively helping"")"
000000469973.jpg,What is the material of the ramp?,"The ramp in the image is made of concrete, which is a common material for ramps and skate park structures because of its durability and ease of maintenance.",llava_80053,What is the material of the ramp?,"def execute_command(image) -> str:
	image_patch = ImagePatch(image)
	ramp_patches = image_patch.find(""ramp"")
	if len(ramp_patches) == 0:
		return image_patch.simple_query(""What is the material of the ramp?"")
	ramp_patch = ramp_patches[0]
	return ramp_patch.simple_query(""What is the material of the ramp?"")","def identify_object_attribute(image_patch: ImagePatch, object_name: str, attribute: str, query: str) -> str:
    '''Identify the attribute of a specific object.
    
    Args:
        image_patch (ImagePatch): The image patch to check.
        object_name (str): The name of the object to check for the attribute.
        attribute (str): The attribute to identify.
        query (str): The original query to answer.
       
    Returns:
        str: The attribute of the object if it exists, otherwise the result of the simple query.
    '''
    
    object_patches = image_patch.find(object_name)
    if len(object_patches) == 0:
        # If no object is found, query the image directly with simple_query instead of returning a long string like ""There is no {object_name}.""
        return image_patch.simple_query(query)
    object_patch = object_patches[0]
    return object_patch.simple_query(f""What is the {attribute} of the {object_name}?"")","identify_object_attribute(image_patch, ""ramp"", ""material"", ""What is the material of the ramp?"")"
000000439493.jpg,What information does the car stereo display?,"The car stereo displays radio information, which includes the station name and the song or program that is currently playing. In this case, it is playing Edgar Rice Burroughs on Sirius FM.",llava_83279,What information does the car stereo display?,"def execute_command(image)->str:
	image_patch = ImagePatch(image)
	stereo_patches = image_patch.find(""car stereo display"")
	if len(stereo_patches) == 0:
		return image_patch.simple_query(""What information does the car stereo display?"")
	stereo_patch = stereo_patches[0]
	display_info = stereo_patch.simple_query(""What information does it display?"")
	return display_info","def extract_object_info(image_patch: ImagePatch, object_name: str, query: str) -> str:
    '''Extract information from a specific object in an image.
    
    Args:
        image_patch (ImagePatch): The image patch to check.
        object_name (str): The name of the object to extract information from.
        query (str): The original query to answer.
       
    Returns:
        str: The information extracted from the object.
    '''
    
    object_patches = image_patch.find(object_name)
    if len(object_patches) == 0:
        return image_patch.simple_query(query)
    object_patch = object_patches[0]
    object_info = object_patch.simple_query(""What information does it display?"")
    return object_info","extract_object_info(image_patch, ""car stereo display"", ""What information does the car stereo display?"")"
000000121018.jpg,What are the two workers wearing on their faces for protection?,The two workers are wearing face masks for protection.,llava_84051,What are the two workers wearing on their faces for protection?,"def execute_command(image)->str:
	image_patch = ImagePatch(image)
	worker_patches = image_patch.find(""workers"")
	if len(worker_patches) < 2:
		return ""Not enough workers in the image for the query""
	worker_face_protection = worker_patches[0].simple_query(""What is this worker wearing on their face for protection?"")
	return worker_face_protection","def identify_face_protection(image_patch: ImagePatch, object_name: str, number: int, query: str) -> str:
    '''Identify the protective gear worn on the faces of a certain number of any given object.
    
    Args:
        image_patch (ImagePatch): The image patch to check.
        object_name (str): The name of the object to check for face protection.
        number (int): The number of objects to check.
        query (str): The original query to answer.
       
    Returns:
        str: The protective gear worn on the faces of the objects, or a message if not enough objects are found.
    '''
    
    object_patches = image_patch.find(object_name)
    if len(object_patches) < number:
        return f""Not enough {object_name} in the image for the query""
    object_face_protection = object_patches[0].simple_query(f""What is this {object_name} wearing on their face for protection?"")
    return object_face_protection","identify_face_protection(image_patch, ""workers"", 2, ""What are the two workers wearing on their faces for protection?"")"
000000349791.jpg,What is the purpose of the mosquito nets in the image?,"The mosquito nets in the image are meant to protect patients from mosquito bites while they are sleeping in their beds. By shielding the patients and preventing mosquito contact, the mosquito nets help reduce the risk of mosquito-borne diseases.",llava_98194,What is the purpose of the mosquito nets in the image?,"def execute_command(image) -> str:
	image_patch = ImagePatch(image)
	mosquito_net_patches = image_patch.find(""mosquito nets"")
	if len(mosquito_net_patches) == 0:
		return ""There are no mosquito nets in the image.""
	use_of_mosquito_nets = mosquito_net_patches[0].llm_query(""What is the common use of mosquito nets?"")
	return use_of_mosquito_nets","def find_object_purpose(image_patch: ImagePatch, object_name: str) -> str:
    '''Find the purpose or common use of an object in an image.
    
    Args:
        image_patch (ImagePatch): The image patch to check.
        object_name (str): The name of the object to find the purpose of.
       
    Returns:
        str: The purpose or common use of the object if it exists in the image, or a message stating that the object is not in the image.
    '''
    object_patches = image_patch.find(object_name)
    if len(object_patches) == 0:
        return f""There are no {object_name} in the image.""
    object_purpose = object_patches[0].llm_query(f""What is the common use of {object_name}?"")
    return object_purpose","find_object_purpose(image_patch, ""mosquito nets"")"
000000326805.jpg,What is the purpose of the shop vac in the image?,"The presence of the shop vac in the image suggests that the kitchen and living room are being cleaned or have recently been cleaned. A shop vac is a powerful vacuum cleaner designed for picking up both dry and wet debris, making it a suitable tool for cleaning various surfaces and maintaining the cleanliness and tidiness of the space.",llava_105394,What is the purpose of the shop vac in the image?,"def execute_command(image)->str:
	image_patch = ImagePatch(image)
	shop_vac_patch = image_patch.find(""shop vac"")
	# Assuming there will only be one shop vac in the image.
	if not shop_vac_patch:
		return ""No shop vac exists in the image""
	return shop_vac_patch[0].llm_query(""What is the purpose of a shop vac?"")
","def find_purpose_of_object(image_patch: ImagePatch, object_name: str) -> str:
    '''Find the purpose of an object in an image.
    
    Args:
        image_patch (ImagePatch): The image patch to check.
        object_name (str): The name of the object to find the purpose of.
       
    Returns:
        str: The purpose of the object if it exists, ""No {object_name} exists in the image"" otherwise.
    '''
    
    object_patch = image_patch.find(object_name)
    # Assuming there will only be one object of the given type in the image.
    if not object_patch:
        return f""No {object_name} exists in the image""
    return object_patch[0].llm_query(f""What is the purpose of a {object_name}?"")","find_purpose_of_object(image_patch, ""shop vac"")"
000000144505.jpg,Could this scene be described as taking place on a ranch?,"Yes, the scene with two horses grazing in the open field, surrounded by trees and a house, can be described as taking place on a ranch.",llava_109853,Could this scene be described as taking place on a ranch?,"def execute_command(image)->str:
	image_patch = ImagePatch(image)
	return image_patch.simple_query(""Does this scene take place on a ranch?"")","def check_scene_location(image_patch: ImagePatch, location: str) -> str:
    '''Check whether a scene can be described as taking place in a certain location.
    
    Args:
        image_patch (ImagePatch): The image patch to check.
        location (str): The location to check for.
       
    Returns:
        str: ""yes"" if the scene can be described as taking place in the given location, ""no"" otherwise.
    '''
    query = f""Does this scene take place on a {location}?""
    return image_patch.simple_query(query)","check_scene_location(image_patch, ""ranch"")"
000000429456.jpg,Are the boys walking in a crowded area?,"Yes, the boys are walking in the city among a crowd of people. In one description, they are walking amongst the crowd, and in another, they are walking behind the crowd.",llava_115487,Are the boys walking in a crowded area?,"def execute_command(image)->str:
	image_patch = ImagePatch(image)
	boys_patches = image_patch.find(""boys"")
	# The question assumes boys exist in the image
	boys_patch = boys_patches[0]
	crowded_area_patches = image_patch.find(""crowded area"")
	for crowded_area_patch in crowded_area_patches:
		if boys_patch.overlaps_with(crowded_area_patch.left, crowded_area_patch.lower, crowded_area_patch.right, crowded_area_patch.upper):
			return ""yes""
	return ""no""","def check_existence_within_object(image_patch: ImagePatch, object_name: str, container_object_name: str) -> str:
    '''Check the existence of an object within another object.
    
    Args:
        image_patch (ImagePatch): The image patch to check.
        object_name (str): The name of the object to check for existence.
        container_object_name (str): The name of the container object.
       
    Returns:
        str: ""yes"" if the object exists within the container object, ""no"" otherwise.
    '''
    
    object_patches = image_patch.find(object_name)
    # The question assumes the object exists in the image
    object_patch = object_patches[0]
    container_patches = image_patch.find(container_object_name)
    for container_patch in container_patches:
        if object_patch.overlaps_with(container_patch.left, container_patch.lower, container_patch.right, container_patch.upper):
            return ""yes""
    return ""no""","check_existence_within_object(image_patch, ""boys"", ""crowded area"")"
000000102225.jpg,Is there a pitching machine or a human pitcher in the scene?,"There is a Little League pitching machine involved in the game, which is being used to pitch the ball to the kid at bat.",llava_120666,Is there a pitching machine or a human pitcher in the scene?,"def execute_command(image)->str:
	image_patch = ImagePatch(image)
	if image_patch.exists(""pitching machine"") or image_patch.exists(""human pitcher""):
		return ""yes""
	else:
		return ""no""","def check_existence_of_objects(image_patch: ImagePatch, object_names: List[str]) -> str:
    '''Check the existence of any number of specified objects in a scene.
    
    Args:
        image_patch (ImagePatch): The image patch to check.
        object_names (List[str]): A list of names of the objects to check for existence.
       
    Returns:
        str: ""yes"" if any of the objects exist, ""no"" otherwise.
    '''
    for object_name in object_names:
        if image_patch.exists(object_name):
            return ""yes""
    return ""no""","check_existence_of_objects(image_patch, [""pitching machine"", ""human pitcher""])"
