question,answer,table,level,tool_id,code,api_call,tool,tool_call
An insurance company compiled the number of doctor visits made by some patients last year. How many patients did not go to the doctor last year?,14,"Number of trips | Frequency
0 | 14
1 | 4
2 | 15
3 | 5
4 | 10
5 | 19",7,16818,"import pandas as pd

def count_patients_with_no_visits(df):
    """"""
    This function takes in a pandas DataFrame representing a frequency table of doctor visits and returns the number of patients who did not go to the doctor last year.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of doctor visits and their frequencies with columns 'Number of trips' and 'Frequency'.
    Returns:
    int: The number of patients who did not go to the doctor last year.
    """"""
    # Filter the DataFrame for the patients who did not go to the doctor
    no_visit_df = df[df['Number of trips'] == 0]
    
    # If there are no such patients, return 0
    if no_visit_df.empty:
        return 0
    
    # Otherwise, return the frequency of patients who did not go to the doctor
    return no_visit_df['Frequency'].values[0]","```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Number of trips': [0, 1, 2, 3, 4, 5],
    'Frequency': [14, 4, 15, 5, 10, 19]
})

# Call the tool to solve the problem
print(count_patients_with_no_visits(df))
```","def count_frequency_of_specific_value(data_frame, value_col, frequency_col, specific_value):
    """"""
    This function takes in a pandas DataFrame representing a frequency table, a specific value, and returns the frequency of the specific value in the table.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing values and their frequencies.
    value_col (str): The column name for the values.
    frequency_col (str): The column name for the frequencies.
    specific_value (int): The specific value to count the frequency of.
    
    Returns:
    int: The frequency of the specific value in the table.
    """"""
    # Filter the DataFrame for the specific value
    specific_value_df = data_frame[data_frame[value_col] == specific_value]
    
    # If there are no such values, return 0
    if specific_value_df.empty:
        return 0
    
    # Otherwise, return the frequency of the specific value
    return specific_value_df[frequency_col].values[0]","data = {
    'Number of trips': [0, 1, 2, 3, 4, 5],
    'Frequency': [14, 4, 15, 5, 10, 19]
}

df = pd.DataFrame(data)
print(count_frequency_of_specific_value(data_frame=df, value_col=""Number of trips"", frequency_col=""Frequency"", specific_value=0))"
Scarlett's class recorded how many states each student has visited. What is the range of the numbers?,8,"Name | Number of states
Scarlett | 46
Nancy | 42
Dillon | 46
Wyatt | 42
Luca | 38
Cara | 42
Kenneth | 46",5,1823,"import pandas as pd

def calculate_range(df):
    """"""
    This function takes in a pandas DataFrame representing a table of students and the number of states they have visited, and returns the range of the numbers using pandas.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing student names and the number of states they have visited with columns 'Name' and 'Number of states'.
    Returns:
    int: The range of the numbers of states visited.
    """"""
    # Calculate the maximum and minimum number of states visited
    max_states = df['Number of states'].max()
    min_states = df['Number of states'].min()
    
    # Calculate the range
    range_states = max_states - min_states
    
    return range_states","```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Name': ['Scarlett', 'Nancy', 'Dillon', 'Wyatt', 'Luca', 'Cara', 'Kenneth'],
    'Number of states': [46, 42, 46, 42, 38, 42, 46]
})

# Call the tool to solve the problem
range_states = calculate_range(df)

# Print the answer
print(range_states)
```","def calculate_range_of_column_values(data_frame, column_name):
    """"""
    This function takes in a pandas DataFrame and a column name, and returns the range of the values in the specified column.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the data.
    column_name (str): The name of the column for which the range of values is to be calculated.
    
    Returns:
    float: The range of the values in the specified column.
    """"""
    # Calculate the maximum and minimum values in the column
    max_value = data_frame[column_name].max()
    min_value = data_frame[column_name].min()
    
    # Calculate the range
    value_range = max_value - min_value
    
    return value_range","data = {
    'Name': ['Scarlett', 'Nancy', 'Dillon', 'Wyatt', 'Luca', 'Cara', 'Kenneth'],
    'Number of states': [46, 42, 46, 42, 38, 42, 46]
}

df = pd.DataFrame(data)
print(calculate_range_of_column_values(data_frame=df, column_name='Number of states'))"
Each twig has 5 grasshoppers. How many grasshoppers are on 4 twigs?,20,"Number of twigs | Number of grasshoppers
1 | 5
2 | 10
3 | 15
4 | ?",2,2965,"def calculate_grasshoppers_on_twigs(twigs):
    """"""
    This function takes in the number of twigs and returns the number of grasshoppers on the twigs, given that each twig has 5 grasshoppers.
    Args:
    twigs (int): The number of twigs.
    Returns:
    int: The number of grasshoppers on the twigs.
    """"""
    grasshoppers = twigs * 5
    return grasshoppers","```python
# Call the tool to solve the problem
calculate_grasshoppers_on_twigs(4)
```","def calculate_total_items_from_ratio(num_groups, ratio_per_group):
    """"""
    This function takes in the number of groups and a ratio, and returns the total number of items based on the ratio.
    
    Args:
    num_groups (int): The number of groups.
    ratio_per_group (int): The ratio of items per group.
    
    Returns:
    int: The total number of items.
    """"""
    # Calculate the total number of items
    total_items = num_groups * ratio_per_group
    
    return total_items","print(calculate_total_items_from_ratio(num_groups=4, ratio_per_group=5))"
An architecture student measured the heights of all the buildings downtown. How many buildings are less than 30 meters tall?,3,"Stem | Leaf 
1 | 5
2 | 1, 2
3 | 1, 2, 3, 4, 5, 7
4 | 0, 3, 3, 4, 5, 6, 6
5 | 1, 2, 4, 4",6,3922,"import pandas as pd
def count_buildings_less_than_30_meters(df):
    """"""
    This function takes in a pandas dataframe of building heights, and returns the number of buildings that are less than 30 meters tall.
    Args:
    df (pandas.DataFrame): A pandas DataFrame object containing the heights of buildings.
    The dataframe should contain ""Stem"" and ""Leaf"" columns.
    Returns:
    int: The number of buildings that are less than 30 meters tall.
    """"""
    # prepare a list to calculate height of each building
    heights = []
    # calculate the height of each building
    for i in range(len(df)):
        stem = df['Stem'][i]
        leaf = df['Leaf'][i]
        for j in range(len(leaf)):
            heights.append(stem * 10 + leaf[j])
    # filter the buildings where the height is less than 30 meters
    filtered = [height for height in heights if height < 30]
    # count the number of rows
    num_buildings = len(filtered)
    return num_buildings","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Stem': [1, 2, 3, 4, 5],
    'Leaf': [[5], [1, 2], [1, 2, 3, 4, 5, 7], [0, 3, 3, 4, 5, 6, 6], [1, 2, 4, 4]]
})
# Call the tool to solve the problem
count_buildings_less_than_30_meters(df)
```","def count_groups_below_threshold_in_stem_leaf(data_frame, stem_col, leaf_col, item_threshold):
    """"""
    This function takes in a pandas DataFrame representing a stem-and-leaf plot of groups and a threshold value, and returns the number of groups that have values less than the threshold.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the stem-and-leaf plot of items with columns specified by stem_col and leaf_col.
    stem_col (str): The column name for the stem values.
    leaf_col (str): The column name for the leaf values.
    item_threshold (int): The threshold value for filtering items.
    
    Returns:
    int: The number of items with values less than the threshold.
    """"""
    # Initialize the list to calculate items in each group
    items = []
    
    # Calculate the total value of items in each group
    for i in range(len(data_frame)):
        stem = data_frame[stem_col][i]
        leaf = data_frame[leaf_col][i]
        for j in range(len(leaf)):
            items.append(stem * 10 + leaf[j])
    
    # Filter the items where the total value is less than the threshold
    filtered = [item for item in items if item < item_threshold]
    
    # Count the number of items
    num_items = len(filtered)
    
    return num_items","data = {
    ""Stem"": [1, 2, 3, 4, 5],
    ""Leaf"": [[5], [1, 2], [1, 2, 3, 4, 5, 7], [0, 3, 3, 4, 5, 6, 6], [1, 2, 4, 4]]
}

df = pd.DataFrame(data)
print(count_groups_below_threshold_in_stem_leaf(data_frame=df, stem_col=""Stem"", leaf_col=""Leaf"", item_threshold=30))"
Mary looked at her e-mail outbox to see how many e-mails she sent each day. What is the mode of the numbers?,67,"Day | Number of e-mails
Wednesday | 84
Thursday | 67
Friday | 71
Saturday | 71
Sunday | 67
Monday | 67
Tuesday | 84",5,10944,"import pandas as pd
from collections import Counter

def calculate_mode(df):
    """"""
    This function takes in a pandas DataFrame representing a table of days and number of emails, and returns the mode of the number of emails.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing days and number of emails with columns 'Day' and 'Number of e-mails'.
    Returns:
    int: The mode of the number of emails.
    """"""
    # Extract the 'Number of e-mails' column
    emails = df['Number of e-mails']
    
    # Calculate the frequency of each number of emails
    counter = Counter(emails)
    
    # Find the number of emails with the highest frequency
    mode = counter.most_common(1)[0][0]
    
    return mode","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Day': ['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday', 'Monday', 'Tuesday'],
    'Number of e-mails': [84, 67, 71, 71, 67, 67, 84]
})
# Call the tool to solve the problem
calculate_mode(df)
```","from collections import Counter

def calculate_mode_of_column(df, column_name):
    """"""
    This function takes in a pandas DataFrame and a column name, and returns the mode of the column.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame.
    column_name (str): The name of the column to calculate the mode of.
    
    Returns:
    int: The mode of the column.
    """"""
    # Extract the column
    column = df[column_name]
    
    # Calculate the frequency of each value in the column
    counter = Counter(column)
    
    # Find the value with the highest frequency
    mode = counter.most_common(1)[0][0]
    
    return mode","df = pd.DataFrame({
    'Day': ['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday', 'Monday', 'Tuesday'],
    'Number of e-mails': [84, 67, 71, 71, 67, 67, 84]
})
print(calculate_mode_of_column(df, 'Number of e-mails'))"
An archer recalled how many times he hit the bull's-eye in the past 7 days. What is the mode of the numbers?,9,"Day | Number of bull's-eyes
Wednesday | 9
Thursday | 8
Friday | 9
Saturday | 8
Sunday | 9
Monday | 11
Tuesday | 11",5,2620,"import pandas as pd
from collections import Counter

def calculate_mode(df):
    """"""
    This function takes in a pandas DataFrame containing the number of bull's-eyes per day and returns the mode of the numbers.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of bull's-eyes per day with columns 'Day' and 'Number of bull's-eyes'.
    Returns:
    int: The mode of the numbers.
    """"""
    # Extract the number of bull's-eyes column
    bullseyes = df[""Number of bull's-eyes""].tolist()
    
    # Calculate the frequency of each number
    counter = Counter(bullseyes)
    
    # Find the mode
    mode = counter.most_common(1)[0][0]
    
    return mode","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Day': ['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday', 'Monday', 'Tuesday'],
    'Number of bull\'s-eyes': [9, 8, 9, 8, 9, 11, 11]
})
# Call the tool to solve the problem
mode = calculate_mode(df)
print(mode)
```","def calculate_mode_from_dataframe_column(data_frame, number_col):
    """"""
    This function takes in a pandas DataFrame and a column name containing numbers, and returns the mode of the numbers in that column.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing a column with numbers.
    number_col (str): The column name for the numbers.
    
    Returns:
    int: The mode of the numbers in the specified column.
    """"""
    # Extract the numbers from the specified column
    numbers = data_frame[number_col].tolist()
    
    # Calculate the frequency of each number
    counter = Counter(numbers)
    
    # Find the mode
    mode = counter.most_common(1)[0][0]
    
    return mode","df = pd.DataFrame({
    'Day': ['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday', 'Monday', 'Tuesday'],
    'Number of bull\'s-eyes': [9, 8, 9, 8, 9, 11, 11]
})

print(calculate_mode_from_dataframe_column(data_frame=df, number_col=""Number of bull's-eyes""))"
A front desk clerk looked up how many guests the hotel had each day. What is the range of the numbers?,22,"Day | Number of guests
Friday | 50
Saturday | 34
Sunday | 38
Monday | 56
Tuesday | 38
Wednesday | 46
Thursday | 53",5,8161,"import pandas as pd

def calculate_range(df):
    """"""
    This function takes in a pandas DataFrame containing a column of numbers and returns the range of the numbers.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing a column of numbers.
    Returns:
    int: The range of the numbers in the DataFrame.
    """"""
    # Find the minimum and maximum values in the DataFrame
    min_value = df['Number of guests'].min()
    max_value = df['Number of guests'].max()
    
    # Calculate the range
    range_value = max_value - min_value
    
    return range_value","```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Day': ['Friday', 'Saturday', 'Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'],
    'Number of guests': [50, 34, 38, 56, 38, 46, 53]
})

# Call the tool to solve the problem
range_value = calculate_range(df)
print(range_value)
```","def calculate_range_of_numbers_in_column(df, num_col):
    """"""
    This function takes in a pandas DataFrame containing a column of numbers and returns the range of the numbers in the specified column.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing a column of numbers.
    num_col (str): The column name for the numbers.
    
    Returns:
    int: The range of the numbers in the specified column.
    """"""
    # Find the minimum and maximum values in the DataFrame
    min_value = df[num_col].min()
    max_value = df[num_col].max()
    
    # Calculate the range
    range_value = max_value - min_value
    
    return range_value","df = pd.DataFrame({
    'Day': ['Friday', 'Saturday', 'Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'],
    'Number of guests': [50, 34, 38, 56, 38, 46, 53]
})

range_value = calculate_range_of_numbers_in_column(df, 'Number of guests')
print(range_value)"
An art instructor kept track of how many total pictures were painted by each of the people enrolled in his class. How many people painted fewer than 2 pictures?,29,"Pictures painted | Frequency
0 | 10
1 | 19
2 | 12
3 | 8",8,12125,"import pandas as pd

def count_people_painted_fewer_than_2(df):
    """"""
    This function takes in a pandas DataFrame representing a frequency table of pictures painted and returns the number of people who painted fewer than 2 pictures.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of pictures painted and their frequencies with columns 'Pictures painted' and 'Frequency'.
    Returns:
    int: The number of people who painted fewer than 2 pictures.
    """"""
    # Filter the DataFrame for the rows where the number of pictures painted is less than 2
    filtered_df = df[df['Pictures painted'] < 2]
    
    # Sum the frequencies of these rows to get the total number of people who painted fewer than 2 pictures
    num_people = filtered_df['Frequency'].sum()
    
    return num_people","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Pictures painted': [0, 1, 2, 3],
    'Frequency': [10, 19, 12, 8]
})
# Call the tool to solve the problem
count_people_painted_fewer_than_2(df)
```","def count_entities_below_threshold_in_frequency_table(data_frame, entity_col, frequency_col, threshold):
    """"""
    This function takes in a pandas DataFrame representing a frequency table and a threshold value, and returns the number of entities with a frequency less than the threshold.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the frequency table with columns specified by entity_col and frequency_col.
    entity_col (str): The column name for the entities.
    frequency_col (str): The column name for the frequencies.
    threshold (int): The threshold value for filtering entities.
    
    Returns:
    int: The number of entities with a frequency less than the threshold.
    """"""
    # Filter the DataFrame for the rows where the frequency is less than the threshold
    filtered_df = data_frame[data_frame[entity_col] < threshold]
    
    # Sum the frequencies of these rows to get the total number of entities
    num_entities = filtered_df[frequency_col].sum()
    
    return num_entities","data = {
    'Pictures painted': [0, 1, 2, 3],
    'Frequency': [10, 19, 12, 8]
}

df = pd.DataFrame(data)
print(count_entities_below_threshold_in_frequency_table(data_frame=df, entity_col=""Pictures painted"", frequency_col=""Frequency"", threshold=2))"
Will has $158. How much money will Will have left if he buys a wedding cake and a pecan pie?,74,"apple tart | $19
wedding cake | $71
peach pie | $12
key lime pie | $12
pecan pie | $13
apple pie | $14",5,12497,"import pandas as pd

def calculate_remaining_money(menu_df, budget, items):
    """"""
    This function takes in a pandas DataFrame representing a menu table, a budget, and a list of items to buy, and returns the remaining money after buying the items using pandas.
    Args:
    menu_df (pd.DataFrame): A pandas DataFrame containing menu items and their prices with columns 'Item' and 'Price'.
    budget (float): The initial budget.
    items (list): A list of menu item names to buy.
    Returns:
    float: The remaining money after buying the items.
    """"""
    # Initialize the total cost
    total_cost = 0.0
    
    # Iterate through the items and calculate the cost for each item
    for item in items:
        # Filter the DataFrame for the specific item
        item_df = menu_df[menu_df['Item'] == item]
        if not item_df.empty:
            item_price = item_df['Price'].values[0]
            total_cost += item_price
    
    # Calculate the remaining money
    remaining_money = budget - total_cost
    
    return remaining_money","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
menu_df = pd.DataFrame({
    'Item': ['apple tart', 'wedding cake', 'peach pie', 'key lime pie', 'pecan pie', 'apple pie'],
    'Price': [19, 71, 12, 12, 13, 14]
})

# Call the tool to solve the problem
remaining_money = calculate_remaining_money(menu_df, 158, ['wedding cake', 'pecan pie'])
print(remaining_money)
```","def calculate_remaining_budget_after_purchases(item_prices_df, item_col, price_col, initial_budget, items_to_buy):
    """"""
    This function takes in a pandas DataFrame representing a table of item prices, an initial budget, and a list of items to buy, and returns the remaining budget after buying the items.
    
    Args:
    item_prices_df (pd.DataFrame): A pandas DataFrame containing item names and their prices.
    item_col (str): The column name for the item names.
    price_col (str): The column name for the item prices.
    initial_budget (float): The initial budget.
    items_to_buy (list): A list of item names to buy.
    
    Returns:
    float: The remaining budget after buying the items.
    """"""
    # Initialize the total cost
    total_cost = 0.0
    
    # Iterate through the item names and calculate the cost for each item
    for item_name in items_to_buy:
        # Filter the DataFrame for the specific item name
        item_price_df = item_prices_df[item_prices_df[item_col] == item_name]
        if not item_price_df.empty:
            item_price = item_price_df[price_col].values[0]
            total_cost += item_price
    
    # Calculate the remaining budget
    remaining_budget = initial_budget - total_cost
    
    return remaining_budget","item_prices_data = {
    'Item': ['apple tart', 'wedding cake', 'peach pie', 'key lime pie', 'pecan pie', 'apple pie'],
    'Price': [19, 71, 12, 12, 13, 14]
}

item_prices_df = pd.DataFrame(item_prices_data)

items_to_buy = ['wedding cake', 'pecan pie']
print(calculate_remaining_budget_after_purchases(item_prices_df, ""Item"", ""Price"", 158, items_to_buy))"
How much money does Nina need to buy 7 bottles of mouthwash?,25.76,"bottle of hand lotion | $2.99
hairbrush | $4.63
bottle of mouthwash | $3.68
bottle of sunscreen | $3.59
box of bandages | $2.34",7,8231,"import pandas as pd

def calculate_total_cost_single_item(menu_df, item_name, quantity):
    """"""
    This function takes in a pandas DataFrame representing a menu table, an item name, and a quantity, and returns the total cost of the orders using pandas.
    Args:
    menu_df (pd.DataFrame): A pandas DataFrame containing menu items and their prices with columns 'Item' and 'Price'.
    item_name (str): The name of the item to be ordered.
    quantity (int): The number of items to be ordered.
    Returns:
    float: The total cost of the orders.
    """"""
    # Filter the DataFrame for the specific item
    item_df = menu_df[menu_df['Item'] == item_name]
    if not item_df.empty:
        item_price = item_df['Price'].values[0]
        total_cost = quantity * item_price
    else:
        total_cost = 0.0
    
    return total_cost","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
menu_df = pd.DataFrame({
    'Item': ['bottle of hand lotion', 'hairbrush', 'bottle of mouthwash', 'bottle of sunscreen', 'box of bandages'],
    'Price': [2.99, 4.63, 3.68, 3.59, 2.34]
})

# Call the tool to solve the problem
total_cost = calculate_total_cost_single_item(menu_df, 'bottle of mouthwash', 7)
print(total_cost)
```","def calculate_total_cost_for_single_item(item_prices_df, item_col, unit_price_col, item_name, quantity):
    """"""
    This function takes in a pandas DataFrame representing a table of item prices, an item name, and a quantity, and returns the total cost of the item based on the price and quantity.
    
    Args:
    item_prices_df (pd.DataFrame): A pandas DataFrame containing item names and their prices.
    item_col (str): The column name for the item names.
    unit_price_col (str): The column name for the item prices.
    item_name (str): The name of the item.
    quantity (int): The quantity of the item.
    
    Returns:
    float: The total cost of the item.
    """"""
    # Filter the DataFrame for the specific item name
    item_price_df = item_prices_df[item_prices_df[item_col] == item_name]
    if not item_price_df.empty:
        item_price = item_price_df[unit_price_col].values[0]
        total_cost = quantity * item_price
    else:
        total_cost = 0.0
    
    return total_cost","item_prices_data = {
    'Item': ['bottle of hand lotion', 'hairbrush', 'bottle of mouthwash', 'bottle of sunscreen', 'box of bandages'],
    'Price': [2.99, 4.63, 3.68, 3.59, 2.34]
}

item_prices_df = pd.DataFrame(item_prices_data)

print(calculate_total_cost_for_single_item(item_prices_df, ""Item"", ""Price"", 'bottle of mouthwash', 7))"
Akira buys 3+7/10 kilograms of dock washers. What is the total cost?,14.8,"lock washers | $3 per kilogram
square washers | $3 per kilogram
dock washers | $4 per kilogram
fender washers | $3 per kilogram
star washers | $3 per kilogram",6,10718,"import pandas as pd

def calculate_cost(df, item, weight):
    """"""
    This function takes in a pandas DataFrame representing a table of items and their prices per kilogram, the name of an item, and the weight of the item in kilograms, and returns the total cost of the item.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing items and their prices per kilogram with columns 'Item' and 'Price per kilogram'.
    item (str): The name of the item.
    weight (float): The weight of the item in kilograms.
    Returns:
    float: The total cost of the item.
    """"""
    # Filter the DataFrame for the specific item
    item_df = df[df['Item'] == item]
    if not item_df.empty:
        # Extract the price per kilogram
        price_per_kg = item_df['Price per kilogram'].values[0]
        # Calculate the total cost
        total_cost = weight * price_per_kg
        return total_cost
    else:
        return None","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Item': ['lock washers', 'square washers', 'dock washers', 'fender washers', 'star washers'],
    'Price per kilogram': [3, 3, 4, 3, 3]
})
# Call the tool to solve the problem
total_cost = calculate_cost(df, 'dock washers', 3+7/10)
print(total_cost)
```","def calculate_total_cost_from_unit_weight_prices_and_weight(item_prices_df, item_col, unit_price_col, item_name, item_weight):
    """"""
    This function takes in a pandas DataFrame representing a table of item prices per unit weight, the name of an item, and the weight of the item, and returns the total cost of the item based on the prices and weight.
    
    Args:
    item_prices_df (pd.DataFrame): A pandas DataFrame containing item names and their prices per unit weight.
    item_col (str): The column name for the item names.
    unit_price_col (str): The column name for the item prices per unit weight.
    item_name (str): The name of the item.
    item_weight (float): The weight of the item.
    
    Returns:
    float: The total cost of the item.
    """"""
    # Filter the DataFrame for the specific item name
    item_price_df = item_prices_df[item_prices_df[item_col] == item_name]
    if not item_price_df.empty:
        # Extract the price per unit weight
        price_per_unit_weight = item_price_df[unit_price_col].values[0]
        # Calculate the total cost
        total_cost = item_weight * price_per_unit_weight
        return total_cost
    else:
        return None","item_prices_data = {
    'Item': ['lock washers', 'square washers', 'dock washers', 'fender washers', 'star washers'],
    'Price per kilogram': [3, 3, 4, 3, 3]
}

item_prices_df = pd.DataFrame(item_prices_data)

item_name = ""dock washers""
item_weight = 3 + 7/10
print(calculate_total_cost_from_unit_weight_prices_and_weight(item_prices_df, ""Item"", ""Price per kilogram"", item_name, item_weight))"
The members of the track team compared how many miles they ran last week. What is the mode of the numbers?,4,"Name | Miles
Sophie | 7
Jacob | 3
Alana | 4
Trevor | 4
Edwin | 7
Nolan | 4",7,3400,"import pandas as pd
from collections import Counter

def calculate_mode(df):
    """"""
    This function takes in a pandas DataFrame representing a table of names and miles run, and returns the mode of the miles run.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing names and miles run with columns 'Name' and 'Miles'.
    Returns:
    int: The mode of the miles run.
    """"""
    # Extract the 'Miles' column from the DataFrame
    miles = df['Miles']
    
    # Use the Counter class from the collections module to count the frequency of each number of miles run
    counter = Counter(miles)
    
    # Find the number of miles run that has the highest frequency
    mode = counter.most_common(1)[0][0]
    
    return mode","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Name': ['Sophie', 'Jacob', 'Alana', 'Trevor', 'Edwin', 'Nolan'],
    'Miles': [7, 3, 4, 4, 7, 4]
})
# Call the tool to solve the problem
calculate_mode(df)
```","def calculate_mode_of_column(data_frame, column_name):
    """"""
    This function takes in a pandas DataFrame and a column name, and returns the mode of the specified column.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the data.
    column_name (str): The name of the column for which the mode should be calculated.
    
    Returns:
    int: The mode of the specified column.
    """"""
    # Extract the specified column from the DataFrame
    column_data = data_frame[column_name]
    
    # Use the Counter class from the collections module to count the frequency of each value in the column
    counter = Counter(column_data)
    
    # Find the value in the column that has the highest frequency
    mode = counter.most_common(1)[0][0]
    
    return mode","data = {
    'Name': ['Sophie', 'Jacob', 'Alana', 'Trevor', 'Edwin', 'Nolan'],
    'Miles': [7, 3, 4, 4, 7, 4]
}

df = pd.DataFrame(data)
print(calculate_mode_of_column(data_frame=df, column_name=""Miles""))"
Each laundry hamper has 5 pairs of jeans. How many pairs of jeans are in 3 laundry hampers?,15,"Number of laundry hampers | Number of pairs of jeans
1 | 5
2 | 10
3 | ?",1,8937,"def calculate_jeans_in_hampers(df, hamper_count):
    """"""
    This function takes in a pandas DataFrame representing a table of laundry hampers and the number of jeans in each, and a count of hampers, and returns the number of jeans in the given number of hampers.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of laundry hampers and the number of jeans in each with columns 'Number of laundry hampers' and 'Number of pairs of jeans'.
    hamper_count (int): The number of laundry hampers.
    Returns:
    int: The number of jeans in the given number of hampers.
    """"""
    # Get the number of jeans in one hamper
    jeans_per_hamper = df[df['Number of laundry hampers'] == 1]['Number of pairs of jeans'].values[0]
    
    # Calculate the number of jeans in the given number of hampers
    total_jeans = jeans_per_hamper * hamper_count
    
    return total_jeans","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Number of laundry hampers': [1, 2],
    'Number of pairs of jeans': [5, 10]
})

# Call the tool to solve the problem
calculate_jeans_in_hampers(df, 3)
```","def calculate_items_in_groups(df, group_col, item_col, group_count):
    """"""
    This function takes in a pandas DataFrame representing a table of group-item counts, a column name for groups, a column name for items, and a count of groups, and returns the number of items in the given number of groups.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of groups and the number of items in each with columns specified by group_col and item_col.
    group_col (str): The column name for the groups.
    item_col (str): The column name for the items.
    group_count (int): The number of groups.
    
    Returns:
    int: The number of items in the given number of groups.
    """"""
    # Get the number of items in one group
    items_per_group = df[df[group_col] == 1][item_col].values[0]
    
    # Calculate the number of items in the given number of groups
    total_items = items_per_group * group_count
    
    return total_items","df = pd.DataFrame({
    'Number of laundry hampers': [1, 2],
    'Number of pairs of jeans': [5, 10]
})

print(calculate_items_in_groups(df, 'Number of laundry hampers', 'Number of pairs of jeans', 3))"
