question,answer,level,tool_id,code,api_call,tool,tool_call
"Terrell usually lifts two 20-pound weights 12 times. If he uses two 15-pound weights instead, how many times must Terrell lift them in order to lift the same total weight?",16,Level 2,1076,"def calculate_lifts(original_weight, original_lifts, new_weight):
    """"""
    Calculates the number of times a new weight must be lifted to match the total weight lifted with the original weight.
    
    Args:
    original_weight (float): The weight of the original weights in pounds.
    original_lifts (int): The number of times the original weights are lifted.
    new_weight (float): The weight of the new weights in pounds.
    
    Returns:
    int: The number of times the new weights must be lifted to match the total weight lifted with the original weights.
    """"""
    total_original_weight = original_weight * original_lifts
    new_lifts = total_original_weight / new_weight
    
    return round(new_lifts)","print(calculate_lifts(original_weight=20, original_lifts=12, new_weight=15))","def calculate_equivalent_repetitions(original_weight, original_repetitions, new_weight):
    """"""
    Calculate the number of repetitions needed with a new weight to match the total weight lifted with the original weight.

    Parameters:
    original_weight (float): The weight of the original weights.
    original_repetitions (int): The number of repetitions with the original weights.
    new_weight (float): The weight of the new weights.

    Returns:
    int: The number of repetitions needed with the new weights to match the total weight lifted with the original weights.
    """"""
    total_original_weight = original_weight * original_repetitions
    new_repetitions = total_original_weight / new_weight

    return round(new_repetitions)","print(calculate_equivalent_repetitions(original_weight=20, original_repetitions=12, new_weight=15))"
"Four people can mow a lawn in 6 hours. How many more people will be needed to mow the lawn in 4 hours, assuming each person mows at the same rate?",2,Level 3,1104,"def additional_people_needed(initial_people, initial_time, target_time):
    """"""
    Finds the number of additional people needed to complete a task in a shorter amount of time, assuming each person works at the same rate.
    
    Args:
    initial_people (int): The number of people initially working on the task.
    initial_time (float): The time it takes for the initial number of people to complete the task.
    target_time (float): The desired time to complete the task.
    
    Returns:
    int: The number of additional people needed to complete the task in the target time.
    """"""
    # Calculate the rate of work for the initial number of people
    initial_rate = initial_people / initial_time

    # Calculate the total amount of work
    total_work = initial_people * initial_time

    # Calculate the number of people needed to complete the work in the target time
    target_people = total_work / target_time

    # Calculate the number of additional people needed
    additional_people = int(target_people - initial_people)

    return additional_people","# Define the initial number of people, the initial time, and the target time
# pass parameter to call the tool to solve the original problem
print(additional_people_needed(initial_people=4, initial_time=6, target_time=4))","def additional_workers_needed(initial_workers, initial_time, target_time):
    """"""
    Find the number of additional workers needed to complete a task in a shorter amount of time, assuming each worker works at the same rate.

    Parameters:
    initial_workers (int): The number of workers initially working on the task.
    initial_time (float): The time it takes for the initial number of workers to complete the task.
    target_time (float): The desired time to complete the task.

    Returns:
    int: The number of additional workers needed to complete the task in the target time.
    """"""
    # Calculate the rate of work for the initial number of workers
    initial_rate = initial_workers / initial_time

    # Calculate the total amount of work
    total_work = initial_workers * initial_time

    # Calculate the number of workers needed to complete the work in the target time
    target_workers = total_work / target_time

    # Calculate the number of additional workers needed
    additional_workers = int(target_workers - initial_workers)

    return additional_workers","print(additional_workers_needed(initial_workers=4, initial_time=6, target_time=4))"
"A street has 20 houses on each side, for a total of 40 houses. The addresses on the south side of the street form an arithmetic sequence, as do the addresses on the north side of the street. On the south side, the addresses are 4, 10, 16, etc., and on the north side they are 3, 9, 15, etc. A sign painter paints house numbers on a house for $\$1$ per digit. If he paints the appropriate house number once on each of these 40 houses, how many dollars does he collect?",84,Level 5,804,"def calculate_painting_cost(houses, start, step):
    """"""
    Calculates the total cost of painting house numbers based on the given properties of the houses.
    
    Args:
    houses (int): The total number of houses.
    start (int): The starting house number.
    step (int): The step size of the arithmetic sequence of house numbers.
    
    Returns:
    int: The total cost of painting the house numbers.
    """"""
    total_cost = 0

    for i in range(houses):
        house_number = start + i * step
        digits = len(str(house_number))
        total_cost += digits

    return total_cost","south_side_cost = calculate_painting_cost(houses=20, start=4, step=6)
north_side_cost = calculate_painting_cost(houses=20, start=3, step=6)
total_cost = south_side_cost + north_side_cost
print(total_cost)","def calculate_painting_cost_arithmetic_sequence(total_houses, start_number, step_size, cost_per_digit):
    """"""
    Calculate the total cost of painting house numbers based on an arithmetic sequence of house numbers.

    Parameters:
    total_houses (int): The total number of houses.
    start_number (int): The starting house number.
    step_size (int): The step size of the arithmetic sequence of house numbers.
    cost_per_digit (int): The cost of painting per digit.

    Returns:
    int: The total cost of painting the house numbers.
    """"""
    total_cost = 0

    for i in range(total_houses):
        house_number = start_number + i * step_size
        digits = len(str(house_number))
        total_cost += digits * cost_per_digit

    return total_cost","south_side_cost = calculate_painting_cost_arithmetic_sequence(total_houses=20, start_number=4, step_size=6, cost_per_digit=1)
north_side_cost = calculate_painting_cost_arithmetic_sequence(total_houses=20, start_number=3, step_size=6, cost_per_digit=1)
total_cost = south_side_cost + north_side_cost
print(total_cost)"
"Kevin Kangaroo begins hopping on a number line at 0. He wants to get to 1, but he can hop only $\frac{1}{3}$ of the distance. Each hop tires him out so that he continues to hop $\frac{1}{3}$ of the remaining distance. How far has he hopped after five hops? Express your answer as a common fraction.",\frac{211}{243},Level 5,1254,"def kangaroo_hops(total_hops, hop_fraction):
    """"""
    Calculates the total distance hopped by Kevin Kangaroo after a given number of hops.
    
    Args:
    total_hops (int): The number of hops Kevin Kangaroo takes.
    hop_fraction (float): The fraction of the remaining distance Kevin hops in each step.
    
    Returns:
    float: The total distance hopped by Kevin Kangaroo after the given number of hops.
    """"""
    remaining_distance = 1
    total_distance = 0

    for _ in range(total_hops):
        hop_distance = remaining_distance * hop_fraction
        total_distance += hop_distance
        remaining_distance -= hop_distance

    return total_distance","# Define the total number of hops and the fraction of the remaining distance hopped in each step
# pass parameter to call the tool to solve the original problem
print(kangaroo_hops(total_hops=5, hop_fraction=1/3))","def total_distance_after_steps(total_steps, step_fraction):
    """"""
    Calculate the total distance covered after a given number of steps, where each step covers a fraction of the remaining distance.

    Parameters:
    total_steps (int): The total number of steps.
    step_fraction (float): The fraction of the remaining distance covered in each step.

    Returns:
    float: The total distance covered after the given number of steps.
    """"""
    remaining_distance = 1
    total_distance = 0

    for _ in range(total_steps):
        step_distance = remaining_distance * step_fraction
        total_distance += step_distance
        remaining_distance -= step_distance

    return total_distance","print(total_distance_after_steps(total_steps=5, step_fraction=1/3))"
"If Heidi can paint a wall in 45 minutes, what fractional part of the wall can she paint in 9 minutes?",\frac{1}{5},Level 1,743,"def fractional_part(total_time, partial_time):
    """"""
    Calculates the fractional part of a task that can be completed in a given amount of time.
    
    Args:
    total_time (float): The total time required to complete the task.
    partial_time (float): The amount of time for which the fractional part needs to be calculated.
    
    Returns:
    float: The fractional part of the task that can be completed in the given amount of time.
    """"""
    return partial_time / total_time","print(fractional_part(total_time=45, partial_time=9))","def calculate_fractional_part(total_duration, partial_duration):
    """"""
    Calculate the fractional part of a task that can be completed in a given amount of time.

    Parameters:
    total_duration (float): The total time required to complete the task.
    partial_duration (float): The amount of time for which the fractional part needs to be calculated.

    Returns:
    float: The fractional part of the task that can be completed in the given amount of time.
    """"""
    return partial_duration / total_duration","print(calculate_fractional_part(total_duration=45, partial_duration=9))"
"A car travels the 120 miles from $A$ to $B$ at 60 miles per hour, and then returns to $A$ on the same road. If the average rate of the round trip is 45 miles per hour, what is the rate, in miles per hour, of the car traveling back from $B$ to $A$?",36,Level 5,183,"def find_return_speed(distance, initial_speed, average_speed):
    """"""
    Finds the return speed of a car given the distance of the trip, the initial speed, and the average speed of the round trip.
    
    Args:
    distance (float): The distance from A to B in miles.
    initial_speed (float): The speed of the car from A to B in miles per hour.
    average_speed (float): The average speed of the round trip in miles per hour.
    
    Returns:
    float: The speed of the car from B to A in miles per hour.
    """"""
    # Calculate the total time for the round trip
    total_time = (2 * distance) / average_speed

    # Calculate the time taken to travel from A to B
    initial_time = distance / initial_speed

    # Calculate the time taken to travel from B to A
    return_time = total_time - initial_time

    # Calculate the speed of the car from B to A
    return_speed = distance / return_time

    return return_speed","print(find_return_speed(distance=120, initial_speed=60, average_speed=45))","def find_return_speed_generic(distance, initial_speed, average_speed):
    """"""
    Find the return speed of a vehicle given the distance of the trip, the initial speed, and the average speed of the round trip.

    Parameters:
    distance (float): The distance from the starting point to the destination.
    initial_speed (float): The speed of the vehicle from the starting point to the destination.
    average_speed (float): The average speed of the round trip.

    Returns:
    float: The speed of the vehicle from the destination back to the starting point.
    """"""
    # Calculate the total time for the round trip
    total_time = (2 * distance) / average_speed

    # Calculate the time taken to travel from the starting point to the destination
    initial_time = distance / initial_speed

    # Calculate the time taken to travel from the destination back to the starting point
    return_time = total_time - initial_time

    # Calculate the speed of the vehicle from the destination back to the starting point
    return_speed = distance / return_time

    return return_speed","print(find_return_speed_generic(distance=120, initial_speed=60, average_speed=45))"
"Mark and Sandy are walking to the convenience store at the midpoint of their coordinates. Mark is standing at $(0,7)$, and Sandy is standing at $(-4,-1)$. At what coordinate will they meet?","(-2,3)",Level 2,1677,"def find_midpoint(coord1, coord2):
    """"""
    Finds the midpoint between two coordinates.
    
    Args:
    coord1 (tuple): The first coordinate as a tuple of two floats or integers (x1, y1).
    coord2 (tuple): The second coordinate as a tuple of two floats or integers (x2, y2).
    
    Returns:
    tuple: The midpoint between the two coordinates as a tuple of two floats (x, y).
    """"""
    x1, y1 = coord1
    x2, y2 = coord2

    midpoint_x = (x1 + x2) / 2
    midpoint_y = (y1 + y2) / 2

    return (midpoint_x, midpoint_y)","# Define the coordinates of Mark and Sandy
# pass parameter to call the tool to solve the original problem
print(find_midpoint(coord1=(0,7), coord2=(-4,-1)))","def find_midpoint(point1, point2):
    """"""
    Find the midpoint between two points in a 2D space.

    Parameters:
    point1 (tuple): The first point as a tuple of two floats or integers (x1, y1).
    point2 (tuple): The second point as a tuple of two floats or integers (x2, y2).

    Returns:
    tuple: The midpoint between the two points as a tuple of two floats (x, y).
    """"""
    x1, y1 = point1
    x2, y2 = point2

    midpoint_x = (x1 + x2) / 2
    midpoint_y = (y1 + y2) / 2

    return (midpoint_x, midpoint_y)","print(find_midpoint(point1=(0,7), point2=(-4,-1)))"
"Xanthia can read 100 pages per hour and Molly can read 50 pages per hour. If they each read the same book, and the book has 225 pages, how many more minutes than Xanthia would it take for Molly to finish reading the book?",135,Level 2,346,"def calculate_reading_time_difference(pages, xanthia_speed, molly_speed):
    """"""
    Calculates the difference in reading time between Xanthia and Molly.
    
    Args:
    pages (int): The number of pages in the book.
    xanthia_speed (int): The number of pages Xanthia can read in an hour.
    molly_speed (int): The number of pages Molly can read in an hour.
    
    Returns:
    float: The difference in reading time between Xanthia and Molly in minutes.
    """"""
    # Calculate the time it takes for each person to read the book
    xanthia_time = pages / xanthia_speed
    molly_time = pages / molly_speed

    # Calculate the difference in time
    time_difference = molly_time - xanthia_time

    # Convert the time difference from hours to minutes
    time_difference_minutes = time_difference * 60

    return time_difference_minutes","print(calculate_reading_time_difference(pages=225, xanthia_speed=100, molly_speed=50))","def calculate_time_difference(task_size, speed1, speed2):
    """"""
    Calculate the difference in time taken by two individuals to complete a task at different speeds.

    Parameters:
    task_size (float): The size or quantity of the task to be completed.
    speed1 (float): The speed at which the first individual can complete the task.
    speed2 (float): The speed at which the second individual can complete the task.

    Returns:
    float: The difference in time taken by the two individuals to complete the task in minutes.
    """"""
    # Calculate the time it takes for each individual to complete the task
    time1 = task_size / speed1
    time2 = task_size / speed2

    # Calculate the difference in time
    time_difference = time2 - time1

    # Convert the time difference from hours to minutes
    time_difference_minutes = time_difference * 60

    return time_difference_minutes","print(calculate_time_difference(task_size=225, speed1=100, speed2=50))"
"Each day, Jenny ate $20\%$ of the jellybeans that were in her jar at the beginning of that day. At the end of second day, 32 remained. How many jellybeans were in the jar originally?",50,Level 2,241,"def find_initial_jellybeans(final_amount, daily_consumption_rate, days):
    """"""
    Finds the initial amount of jellybeans based on the final amount, daily consumption rate, and number of days.
    
    Args:
    final_amount (float): The amount of jellybeans left after the given number of days.
    daily_consumption_rate (float): The daily rate at which jellybeans are consumed, as a decimal (e.g., 0.2 for 20%).
    days (int): The number of days over which the jellybeans are consumed.
    
    Returns:
    float: The initial amount of jellybeans.
    """"""
    initial_amount = final_amount

    for _ in range(days):
        initial_amount /= (1 - daily_consumption_rate)

    return initial_amount","# Define the final amount of jellybeans, the daily consumption rate, and the number of days
# pass parameter to call the tool to solve the original problem
print(find_initial_jellybeans(final_amount=32, daily_consumption_rate=0.2, days=2))","def find_initial_amount(final_amount, consumption_rate, periods):
    """"""
    Find the initial amount of an item based on the final amount, consumption rate, and number of periods.

    Parameters:
    final_amount (float): The amount of the item left after the given number of periods.
    consumption_rate (float): The rate at which the item is consumed per period, as a decimal (e.g., 0.2 for 20%).
    periods (int): The number of periods over which the item is consumed.

    Returns:
    float: The initial amount of the item.
    """"""
    initial_amount = final_amount

    for _ in range(periods):
        initial_amount /= (1 - consumption_rate)

    return initial_amount","print(find_initial_amount(final_amount=32, consumption_rate=0.2, periods=2))"
"Wendy has 180 feet of fencing. She needs to enclose a rectangular space with an area that is ten times its perimeter. If she uses up all her fencing material, how many feet is the largest side of the enclosure?",60,Level 4,1059,"from sympy import symbols, Eq, solve

def find_largest_side(fencing_length):
    """"""
    Finds the length of the largest side of a rectangular enclosure given the total length of fencing and the condition that the area is ten times the perimeter.
    
    Args:
    fencing_length (float): The total length of fencing available.
    
    Returns:
    float: The length of the largest side of the enclosure.
    """"""
    # Define the symbols
    l, w = symbols('l w')

    # Define the equations based on the problem
    perimeter_eq = Eq(2*l + 2*w, fencing_length)
    area_eq = Eq(l*w, 10*(2*l + 2*w))

    # Solve the system of equations
    solution = solve((perimeter_eq, area_eq), (l, w))

    # Return the length of the largest side
    return max(solution[0])","# The parameter is 180, initialize the variable
# pass parameter to call the tool to solve the original problem
print(find_largest_side(fencing_length=180))","def find_largest_side_custom_condition(total_fencing_length, area_multiplier, perimeter_multiplier):
    """"""
    Find the length of the largest side of a rectangular enclosure given the total length of fencing and a custom condition relating the area and perimeter.

    Parameters:
    total_fencing_length (float): The total length of fencing available.
    area_multiplier (float): The multiplier for the area in the custom condition.
    perimeter_multiplier (float): The multiplier for the perimeter in the custom condition.

    Returns:
    float: The length of the largest side of the enclosure.
    """"""
    # Define the symbols
    l, w = symbols('l w')

    # Define the equations based on the problem
    perimeter_eq = Eq(2*l + 2*w, total_fencing_length)
    area_eq = Eq(l*w, area_multiplier*(2*l + 2*w)*perimeter_multiplier)

    # Solve the system of equations
    solution = solve((perimeter_eq, area_eq), (l, w))

    # Return the length of the largest side
    return max(solution[0])","print(find_largest_side_custom_condition(total_fencing_length=180, area_multiplier=10, perimeter_multiplier=1))"
"Each of Natalie's blueberry bushes yields eight containers of blueberries. If she can trade five containers of blueberries for two zucchinis, how many bushes does Natalie need to pick in order to have forty-eight zucchinis?",15,Level 2,524,"def calculate_bushes_needed(blueberries_per_bush, blueberries_per_zucchini, target_zucchinis):
    """"""
    Calculates the number of blueberry bushes Natalie needs to pick in order to have a target number of zucchinis.
    
    Args:
    blueberries_per_bush (int): The number of containers of blueberries each bush yields.
    blueberries_per_zucchini (int): The number of containers of blueberries needed to trade for one zucchini.
    target_zucchinis (int): The target number of zucchinis Natalie wants to have.
    
    Returns:
    int: The number of blueberry bushes Natalie needs to pick.
    """"""
    # Calculate the number of blueberries needed for the target number of zucchinis
    total_blueberries_needed = target_zucchinis * blueberries_per_zucchini

    # Calculate the number of bushes needed to yield the total number of blueberries
    bushes_needed = total_blueberries_needed / blueberries_per_bush

    return bushes_needed","print(calculate_bushes_needed(blueberries_per_bush=8, blueberries_per_zucchini=5/2, target_zucchinis=48))","def calculate_units_needed(units_per_resource1, units_per_resource2, target_resource2):
    """"""
    Calculate the number of units of a resource needed to achieve a target amount of another resource.

    Parameters:
    units_per_resource1 (float): The number of units each resource1 yields.
    units_per_resource2 (float): The number of units of resource1 needed to trade for one unit of resource2.
    target_resource2 (int): The target number of units of resource2.

    Returns:
    float: The number of units of resource1 needed.
    """"""
    # Calculate the total units of resource1 needed for the target number of units of resource2
    total_units_needed = target_resource2 * units_per_resource2

    # Calculate the number of units of resource1 needed to yield the total number of units
    units_needed = total_units_needed / units_per_resource1

    return units_needed","print(calculate_units_needed(units_per_resource1=8, units_per_resource2=5/2, target_resource2=48))"
"Anthony made $5$ of his first $12$ free throw attempts. If he makes $2/3$ of his next $24$ attempts, by how many percentage points will he increase his overall success rate percentage? Express your answer to the nearest whole number.",17\%,Level 5,994,"def success_rate_increase(initial_attempts, initial_successes, additional_attempts, additional_success_rate):
    """"""
    Calculates the increase in success rate percentage after additional attempts.
    
    Args:
    initial_attempts (int): The number of initial attempts made.
    initial_successes (int): The number of successful initial attempts.
    additional_attempts (int): The number of additional attempts made.
    additional_success_rate (float): The success rate of the additional attempts.
    
    Returns:
    int: The increase in success rate percentage, rounded to the nearest whole number.
    """"""
    # Calculate the initial success rate
    initial_success_rate = initial_successes / initial_attempts

    # Calculate the number of successful additional attempts
    additional_successes = additional_attempts * additional_success_rate

    # Calculate the overall success rate after the additional attempts
    overall_success_rate = (initial_successes + additional_successes) / (initial_attempts + additional_attempts)

    # Calculate the increase in success rate percentage
    success_rate_increase = (overall_success_rate - initial_success_rate) * 100

    # Round the result to the nearest whole number
    return round(success_rate_increase)","# Define the initial attempts, initial successes, additional attempts, and additional success rate
# pass parameter to call the tool to solve the original problem
print(success_rate_increase(initial_attempts=12, initial_successes=5, additional_attempts=24, additional_success_rate=2/3))","def calculate_success_rate_increase(initial_attempts, initial_successes, additional_attempts, additional_success_rate):
    """"""
    Calculate the increase in success rate after additional attempts.

    Parameters:
    initial_attempts (int): The number of initial attempts.
    initial_successes (int): The number of successful initial attempts.
    additional_attempts (int): The number of additional attempts.
    additional_success_rate (float): The success rate of the additional attempts.

    Returns:
    int: The increase in success rate, rounded to the nearest whole number.
    """"""
    # Calculate the initial success rate
    initial_rate = initial_successes / initial_attempts

    # Calculate the number of successful additional attempts
    additional_successes = additional_attempts * additional_success_rate

    # Calculate the overall success rate after the additional attempts
    overall_rate = (initial_successes + additional_successes) / (initial_attempts + additional_attempts)

    # Calculate the increase in success rate
    rate_increase = (overall_rate - initial_rate) * 100

    # Round the result to the nearest whole number
    return round(rate_increase)","print(calculate_success_rate_increase(initial_attempts=12, initial_successes=5, additional_attempts=24, additional_success_rate=2/3))"
"Daniel works at an electronics store, and he claims that the popularity of a toaster (measured in number of sales) is inversely proportional to its cost. If 12 customers buy a toaster that costs $\$500$, according to Daniel's theory, how many customers would buy a toaster that costs $\$750$?",8,Level 2,840,"def find_popularity_ratio(popularity1, cost1, cost2):
    """"""
    Finds the popularity (number of sales) of a product at a different cost based on the inverse proportionality
    between popularity and cost.
    
    Args:
    popularity1 (int): The number of sales at the first cost.
    cost1 (float): The cost of the product at the first popularity level.
    cost2 (float): The cost of the product at the second popularity level.
    
    Returns:
    int: The number of sales at the second cost.
    """"""
    # Calculate the constant of proportionality
    constant_of_proportionality = popularity1 * cost1

    # Calculate the popularity at the second cost
    popularity2 = constant_of_proportionality / cost2

    return int(popularity2)","# Given popularity1, cost1 and cost2
# pass parameter to call the tool to solve the original problem
print(find_popularity_ratio(popularity1=12, cost1=500, cost2=750))","def find_inverse_proportional_quantity(quantity1, value1, value2):
    """"""
    Find the second quantity that is inversely proportional to the first quantity at a different value.

    Parameters:
    quantity1 (float): The first quantity at the first value.
    value1 (float): The first value at which the first quantity is measured.
    value2 (float): The second value at which the second quantity is to be found.

    Returns:
    float: The second quantity that is inversely proportional to the first quantity at the second value.
    """"""
    # Calculate the constant of proportionality
    constant_of_proportionality = quantity1 * value1

    # Calculate the second quantity at the second value
    quantity2 = constant_of_proportionality / value2

    return int(quantity2)","print(find_inverse_proportional_quantity(quantity1=12, value1=500, value2=750))"
"At Rosa's Rose Shop, a bouquet containing a dozen roses costs $\$20$. If the price of a bouquet is directly proportional to the number of roses it contains, how many dollars will a bouquet of 39 roses cost?",65,Level 2,1054,"def calculate_bouquet_price(roses_per_bouquet, bouquet_price, target_roses):
    """"""
    Calculates the price of a bouquet based on the number of roses it contains.
    
    Args:
    roses_per_bouquet (int): The number of roses in the base bouquet.
    bouquet_price (float): The price of the base bouquet.
    target_roses (int): The number of roses in the target bouquet.
    
    Returns:
    float: The price of the target bouquet.
    """"""
    price_per_rose = bouquet_price / roses_per_bouquet
    target_bouquet_price = price_per_rose * target_roses

    return target_bouquet_price","print(calculate_bouquet_price(roses_per_bouquet=12, bouquet_price=20, target_roses=39))","def calculate_proportional_price(base_quantity, base_price, target_quantity):
    """"""
    Calculate the price of a target item based on the proportional relationship between the base item and its price.

    Parameters:
    base_quantity (float): The quantity of the base item.
    base_price (float): The price of the base item.
    target_quantity (float): The quantity of the target item.

    Returns:
    float: The price of the target item.
    """"""
    price_per_unit = base_price / base_quantity
    target_price = price_per_unit * target_quantity

    return target_price","print(calculate_proportional_price(base_quantity=12, base_price=20, target_quantity=39))"
"A particular novel contains $40,\!000$ words. If the author completed the novel in $80$ hours, on average how many words per hour did she write?",500,Level 1,1094,"def calculate_average_words_per_hour(total_words, total_hours):
    """"""
    Calculates the average number of words written per hour.
    
    Args:
    total_words (int): The total number of words written.
    total_hours (int): The total number of hours spent writing.
    
    Returns:
    float: The average number of words written per hour.
    """"""
    return total_words / total_hours","# Given total words and total hours
# pass parameter to call the tool to solve the original problem
print(calculate_average_words_per_hour(total_words=40000, total_hours=80))","def calculate_average_rate(total_quantity, total_time):
    """"""
    Calculate the average rate of a quantity per unit of time.

    Parameters:
    total_quantity (float): The total quantity (e.g., words, distance, work, etc.).
    total_time (float): The total time spent.

    Returns:
    float: The average rate of the quantity per unit of time.
    """"""
    return total_quantity / total_time","print(calculate_average_rate(total_quantity=40000, total_time=80))"
"At the beginning of my bike ride I feel good, so I can travel   20 miles per hour.  Later, I get tired and travel only 12 miles  per hour.  If I travel a total of 122 miles in a total time of   8 hours, for how many hours did I feel good?  Express your  answer as a common fraction.",\frac{13}{4},Level 4,933,"from sympy import symbols, Eq, solve, Rational

def find_good_feeling_hours(total_distance, total_time, good_speed, tired_speed):
    """"""
    Finds the number of hours the biker felt good during the bike ride.
    
    Args:
    total_distance (float): The total distance traveled in miles.
    total_time (float): The total time spent biking in hours.
    good_speed (float): The speed in miles per hour when the biker felt good.
    tired_speed (float): The speed in miles per hour when the biker felt tired.
    
    Returns:
    sympy.Rational: The number of hours the biker felt good as a common fraction.
    """"""
    good_hours, tired_hours = symbols('good_hours tired_hours')

    # Define the equations based on the given information
    distance_equation = Eq(good_speed * good_hours + tired_speed * tired_hours, total_distance)
    time_equation = Eq(good_hours + tired_hours, total_time)

    # Solve the system of equations
    solution = solve((distance_equation, time_equation), (good_hours, tired_hours))

    # Return the number of good hours as a common fraction
    return Rational(solution[good_hours])","print(find_good_feeling_hours(total_distance=122, total_time=8, good_speed=20, tired_speed=12))","def find_state1_time(total_progress, total_time, state1_rate, state2_rate):
    """"""
    Find the time spent in state 1 based on the total progress, total time, and rates of progress in each state.

    Parameters:
    total_progress (float): The total progress made.
    total_time (float): The total time spent.
    state1_rate (float): The rate of progress in state 1.
    state2_rate (float): The rate of progress in state 2.

    Returns:
    sympy.Rational: The time spent in state 1 as a common fraction.
    """"""
    state1_time, state2_time = symbols('state1_time state2_time')

    # Define the equations based on the given information
    progress_equation = Eq(state1_rate * state1_time + state2_rate * state2_time, total_progress)
    time_equation = Eq(state1_time + state2_time, total_time)

    # Solve the system of equations
    solution = solve((progress_equation, time_equation), (state1_time, state2_time))

    # Return the time spent in state 1 as a common fraction
    return Rational(solution[state1_time])","print(find_state1_time(total_progress=122, total_time=8, state1_rate=20, state2_rate=12))"
The area of the floor in a square room is 225 square feet. The homeowners plan to cover the floor with rows of 6-inch by 6-inch tiles. How many tiles will be in each row?,30,Level 4,497,"def calculate_tiles_per_row(room_area_sqft, tile_size_inches):
    """"""
    Calculates the number of tiles in each row needed to cover a square room floor.
    
    Args:
    room_area_sqft (float): The area of the room in square feet.
    tile_size_inches (float): The size of the tile in square inches.
    
    Returns:
    int: The number of tiles in each row.
    """"""
    # Convert room area from square feet to square inches
    room_area_sqin = room_area_sqft * 144

    # Calculate the length of the room in inches
    room_length_in = room_area_sqin**0.5

    # Calculate the number of tiles in each row
    tiles_per_row = room_length_in / tile_size_inches

    return int(tiles_per_row)","# Define the area of the room and the size of the tiles
# pass parameter to call the tool to solve the original problem
print(calculate_tiles_per_row(room_area_sqft=225, tile_size_inches=6))","def calculate_units_per_row(area, unit_size, area_conversion_factor=1, size_conversion_factor=1):
    """"""
    Calculate the number of units in each row needed to cover a square area.

    Parameters:
    area (float): The area of the square space.
    unit_size (float): The size of each unit.
    area_conversion_factor (float, optional): The factor to convert the area to the same units as the unit size. Defaults to 1.
    size_conversion_factor (float, optional): The factor to convert the unit size to the same units as the area. Defaults to 1.

    Returns:
    int: The number of units in each row.
    """"""
    # Convert area and unit size to the same units
    converted_area = area * area_conversion_factor
    converted_unit_size = unit_size * size_conversion_factor

    # Calculate the length of the area in the same units as the unit size
    length = converted_area**0.5

    # Calculate the number of units in each row
    units_per_row = length / converted_unit_size

    return int(units_per_row)","print(calculate_units_per_row(area=225, unit_size=6, area_conversion_factor=144))"
"Andrew's grandfather's age is twelve times Andrew's age. If Andrew's grandfather was 55 years old when Andrew was born, how many years old is Andrew now?",5,Level 2,1712,"def find_andrews_age(grandfather_age_when_andrew_born, age_ratio):
    """"""
    Finds Andrew's current age based on his grandfather's age when Andrew was born and the age ratio between them.
    
    Args:
    grandfather_age_when_andrew_born (int): The age of Andrew's grandfather when Andrew was born.
    age_ratio (int): The ratio of Andrew's grandfather's age to Andrew's age.
    
    Returns:
    int: Andrew's current age.
    """"""
    andrew_age, grandfather_age = symbols('andrew_age grandfather_age')

    # Define the relationship between Andrew's age and his grandfather's age
    age_relationship = Eq(grandfather_age, age_ratio * andrew_age)

    # Define the relationship between Andrew's grandfather's age when Andrew was born and their current ages
    age_difference = Eq(grandfather_age - andrew_age, grandfather_age_when_andrew_born)

    # Solve the system of equations for Andrew's age
    solution = solve((age_relationship, age_difference), (andrew_age, grandfather_age))
    
    return solution[andrew_age]","print(find_andrews_age(grandfather_age_when_andrew_born=55, age_ratio=12))","def find_age_based_on_age_ratio_and_difference(person1_age_at_event, age_ratio, age_difference):
    """"""
    Find the age of a person based on the age of another person at a specific time and the age ratio between them.

    Parameters:
    person1_age_at_event (int): The age of the first person at a specific event.
    age_ratio (int): The ratio of the first person's age to the second person's age.
    age_difference (int): The difference in age between the two persons at the specific event.

    Returns:
    int: The age of the second person.
    """"""
    person1_age, person2_age = symbols('person1_age person2_age')

    # Define the relationship between the two persons' ages
    age_relationship = Eq(person1_age, age_ratio * person2_age)

    # Define the relationship between the first person's age at the event and their current ages
    age_difference_equation = Eq(person1_age - person2_age, age_difference)

    # Solve the system of equations for the second person's age
    solution = solve((age_relationship, age_difference_equation), (person1_age, person2_age))
    
    return solution[person2_age]","print(find_age_based_on_age_ratio_and_difference(person1_age_at_event=55, age_ratio=12, age_difference=55))"
