question,answer,table,level,tool_id,code,api_call,tool,tool_call
How much money does Emilia need to buy a Hawaiian vacation package and a European vacation package?,8383.0,"African safari vacation package | $1,031
Hawaiian vacation package | $3,200
European vacation package | $5,183
Australian vacation package | $4,098
Jamaican vacation package | $6,532
Caribbean vacation package | $2,150",4,2141,"import pandas as pd

def calculate_vacation_cost(vacation_df, packages):
    """"""
    This function takes in a pandas DataFrame representing a vacation packages table and a list of packages, and returns the total cost of the packages using pandas.
    Args:
    vacation_df (pd.DataFrame): A pandas DataFrame containing vacation packages and their prices with columns 'Package' and 'Price'.
    packages (list): A list where the elements are vacation package names.
    Returns:
    float: The total cost of the packages.
    """"""
    # Initialize the total cost
    total_cost = 0.0
    
    # Iterate through the vacation packages and calculate the cost for each selected package
    for package in packages:
        # Filter the DataFrame for the specific package
        package_df = vacation_df[vacation_df['Package'] == package]
        if not package_df.empty:
            package_price = package_df['Price'].values[0]
            total_cost += package_price
    
    return total_cost","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Package': ['African safari vacation package', 'Hawaiian vacation package', 'European vacation package', 'Australian vacation package', 'Jamaican vacation package', 'Caribbean vacation package'],
    'Price': [1031, 3200, 5183, 4098, 6532, 2150]
})

# Call the tool to solve the problem
total_cost = calculate_vacation_cost(df, ['Hawaiian vacation package', 'European vacation package'])
print(total_cost)
```","def calculate_total_cost_from_unit_prices_and_items(item_prices_df, item_col, unit_price_col, item_list):
    """"""
    This function takes in a pandas DataFrame representing a table of item prices and a list of item names, and returns the total cost of the items based on the prices.
    
    Args:
    item_prices_df (pd.DataFrame): A pandas DataFrame containing item names and their prices.
    item_col (str): The column name for the item names.
    unit_price_col (str): The column name for the item prices.
    item_list (list): A list where the elements are item names.
    
    Returns:
    float: The total cost of the items.
    """"""
    # Initialize the total cost
    total_cost = 0.0
    
    # Iterate through the item names and calculate the cost for each item
    for item_name in item_list:
        # Filter the DataFrame for the specific item name
        item_price_df = item_prices_df[item_prices_df[item_col] == item_name]
        if not item_price_df.empty:
            item_price = item_price_df[unit_price_col].values[0]
            total_cost += item_price
    
    return total_cost","item_prices_data = {
    'Package': ['African safari vacation package', 'Hawaiian vacation package', 'European vacation package', 'Australian vacation package', 'Jamaican vacation package', 'Caribbean vacation package'],
    'Price': [1031, 3200, 5183, 4098, 6532, 2150]
}

item_prices_df = pd.DataFrame(item_prices_data)

item_list = ['Hawaiian vacation package', 'European vacation package']
print(calculate_total_cost_from_unit_prices_and_items(item_prices_df, ""Package"", ""Price"", item_list))"
Look at Thad's pay stub. Thad lives in a state that has state income tax. How much did Thad make after taxes?,763.28,"Employee | Pay period |
Thad James | June 12-18 |
Total earnings | | $1,100.00
Federal income tax | $172.02 |
State income tax | $80.70 |
Other taxes | $84.00 |
Total taxes | | ?
Pay after taxes | | ?",5,15059,"import pandas as pd

def calculate_pay_after_taxes(pay_stub_df):
    """"""
    This function takes in a pandas DataFrame representing a pay stub table and calculates the pay after taxes.
    Args:
    pay_stub_df (pd.DataFrame): A pandas DataFrame containing pay stub information with columns 'Item' and 'Amount'.
    Returns:
    float: The pay after taxes.
    """"""
    # Extract the total earnings, federal income tax, state income tax, and other taxes
    total_earnings = pay_stub_df.loc[pay_stub_df['Item'] == 'Total earnings', 'Amount'].values[0]
    federal_income_tax = pay_stub_df.loc[pay_stub_df['Item'] == 'Federal income tax', 'Amount'].values[0]
    state_income_tax = pay_stub_df.loc[pay_stub_df['Item'] == 'State income tax', 'Amount'].values[0]
    other_taxes = pay_stub_df.loc[pay_stub_df['Item'] == 'Other taxes', 'Amount'].values[0]
    
    # Calculate the total taxes
    total_taxes = federal_income_tax + state_income_tax + other_taxes
    
    # Calculate the pay after taxes
    pay_after_taxes = total_earnings - total_taxes
    
    return pay_after_taxes","```python
# Initialize the table into a dataframe
pay_stub_df = pd.DataFrame({
    'Item': ['Total earnings', 'Federal income tax', 'State income tax', 'Other taxes'],
    'Amount': [1100.00, 172.02, 80.70, 84.00]
})

# Call the tool to solve the problem
pay_after_taxes = calculate_pay_after_taxes(pay_stub_df)

# Print the answer
print(pay_after_taxes)
```","def calculate_net_pay_after_taxes(pay_stub_df, item_col, amount_col, earnings_item, tax_items):
    """"""
    This function takes in a pandas DataFrame representing a pay stub table and calculates the pay after taxes.
    
    Args:
    pay_stub_df (pd.DataFrame): A pandas DataFrame containing pay stub information.
    item_col (str): The column name for the item names.
    amount_col (str): The column name for the amounts.
    earnings_item (str): The item name for the total earnings.
    tax_items (list): A list of item names for the taxes.
    
    Returns:
    float: The pay after taxes.
    """"""
    # Extract the total earnings
    total_earnings = pay_stub_df.loc[pay_stub_df[item_col] == earnings_item, amount_col].values[0]
    
    # Initialize the total taxes
    total_taxes = 0.0
    
    # Add up all the taxes
    for tax_item in tax_items:
        tax_amount = pay_stub_df.loc[pay_stub_df[item_col] == tax_item, amount_col].values[0]
        total_taxes += tax_amount
    
    # Calculate the pay after taxes
    pay_after_taxes = total_earnings - total_taxes
    
    return pay_after_taxes","pay_stub_data = {
    'Item': ['Total earnings', 'Federal income tax', 'State income tax', 'Other taxes'],
    'Amount': [1100.00, 172.02, 80.70, 84.00]
}

pay_stub_df = pd.DataFrame(pay_stub_data)

earnings_item = ""Total earnings""
tax_items = [""Federal income tax"", ""State income tax"", ""Other taxes""]
print(calculate_net_pay_after_taxes(pay_stub_df, ""Item"", ""Amount"", earnings_item, tax_items))"
How much money does Erin need to buy 6 cockatoos?,466.26,"finch | $21.44
rabbit | $83.66
cockatoo | $77.71
chameleon | $63.24",7,3095,"import pandas as pd

def calculate_cost_for_animal(df, animal, quantity):
    """"""
    This function takes in a pandas DataFrame representing a table of animals and their prices, the name of an animal, and a quantity, and returns the total cost for the specified quantity of the animal.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing animals and their prices with columns 'Animal' and 'Price'.
    animal (str): The name of the animal.
    quantity (int): The quantity of the animal.
    Returns:
    float: The total cost for the specified quantity of the animal.
    """"""
    # Filter the DataFrame for the specific animal
    animal_df = df[df['Animal'] == animal]
    if not animal_df.empty:
        animal_price = animal_df['Price'].values[0]
        total_cost = quantity * animal_price
        return total_cost
    else:
        return ""Animal not found in the list.""","```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Animal': ['finch', 'rabbit', 'cockatoo', 'chameleon'],
    'Price': [21.44, 83.66, 77.71, 63.24]
})
# Call the tool to solve the problem
total_cost = calculate_cost_for_animal(df, 'cockatoo', 6)
print(total_cost)
```","def calculate_total_cost_for_item(item_prices_df, item_col, unit_price_col, item_name, quantity):
    """"""
    This function takes in a pandas DataFrame representing a table of item prices, the name of an item, and a quantity, and returns the total cost for the specified quantity of the item.
    
    Args:
    item_prices_df (pd.DataFrame): A pandas DataFrame containing item names and their prices.
    item_col (str): The column name for the item names.
    unit_price_col (str): The column name for the item prices.
    item_name (str): The name of the item.
    quantity (int): The quantity of the item.
    
    Returns:
    float: The total cost for the specified quantity of the item.
    """"""
    # Filter the DataFrame for the specific item name
    item_price_df = item_prices_df[item_prices_df[item_col] == item_name]
    if not item_price_df.empty:
        item_price = item_price_df[unit_price_col].values[0]
        total_cost = quantity * item_price
        return total_cost
    else:
        return ""Item not found in the list.""","item_prices_data = {
    'Animal': ['finch', 'rabbit', 'cockatoo', 'chameleon'],
    'Price': [21.44, 83.66, 77.71, 63.24]
}

item_prices_df = pd.DataFrame(item_prices_data)

total_cost = calculate_total_cost_for_item(item_prices_df, ""Animal"", ""Price"", ""cockatoo"", 6)
print(total_cost)"
"This morning, Mr. Beasley released the scores from last week's spelling test. How many students scored at least 40 points but fewer than 70 points?",14.0,"Stem | Leaf 
4 | 0, 2, 5, 7, 8, 9
5 | 9
6 | 0, 0, 3, 4, 5, 7, 7
7 | 6, 7, 7
8 | 0, 3, 5, 6, 9",7,6677,"import pandas as pd
def count_students_with_scores_between_40_and_70(df):
    """"""
    This function takes in a pandas dataframe of students' scores, and returns the number of students that scored at least 40 points but fewer than 70 points.
    Args:
    df (pandas.DataFrame): A pandas DataFrame object containing the students' scores.
    The dataframe should contain ""Stem"" and ""Leaf"" columns.
    Returns:
    int: The number of students that scored at least 40 points but fewer than 70 points.
    """"""
    # prepare a list to calculate scores of each student
    scores = []
    # calculate the score of each student
    for i in range(len(df)):
        stem = df['Stem'][i]
        leaf = df['Leaf'][i]
        for j in range(len(leaf)):
            scores.append(stem * 10 + leaf[j])
    # filter the students where the score is greater than or equal to 40 and less than 70
    filtered = [score for score in scores if score >= 40 and score < 70]
    # count the number of students
    num_students = len(filtered)
    return num_students","```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Stem': [4, 5, 6, 7, 8],
    'Leaf': [[0, 2, 5, 7, 8, 9], [9], [0, 0, 3, 4, 5, 7, 7], [6, 7, 7], [0, 3, 5, 6, 9]]
})
# Call the tool to solve the problem
count_students_with_scores_between_40_and_70(df)
```","def count_items_in_range_in_stem_leaf(data_frame, stem_col, leaf_col, lower_bound, upper_bound):
    """"""
    This function takes in a pandas DataFrame representing a stem-and-leaf plot of items and a range, and returns the number of items that have values within the range.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the stem-and-leaf plot of items with columns specified by stem_col and leaf_col.
    stem_col (str): The column name for the stem values.
    leaf_col (str): The column name for the leaf values.
    lower_bound (int): The lower bound of the range.
    upper_bound (int): The upper bound of the range.
    
    Returns:
    int: The number of items with values within the range.
    """"""
    # Initialize the list to calculate items in each group
    items = []
    
    # Calculate the total value of items in each group
    for i in range(len(data_frame)):
        stem = data_frame[stem_col][i]
        leaf = data_frame[leaf_col][i]
        for j in range(len(leaf)):
            items.append(stem * 10 + leaf[j])
    
    # Filter the items where the total value is within the range
    filtered = [item for item in items if item >= lower_bound and item < upper_bound]
    
    # Count the number of items
    num_items = len(filtered)
    
    return num_items","data = {
    ""Stem"": [4, 5, 6, 7, 8],
    ""Leaf"": [[0, 2, 5, 7, 8, 9], [9], [0, 0, 3, 4, 5, 7, 7], [6, 7, 7], [0, 3, 5, 6, 9]]
}

df = pd.DataFrame(data)
print(count_items_in_range_in_stem_leaf(data_frame=df, stem_col=""Stem"", leaf_col=""Leaf"", lower_bound=40, upper_bound=70))"
The Kingwood Soup Company recorded the number of rotten tomatoes in each barrel it received. How many barrels had at least 17 rotten tomatoes?,7.0,"Stem | Leaf 
1 | 7
2 | 
3 | 7, 8
4 | 4
5 | 7
6 | 6
7 | 
8 | 3",5,11265,"import pandas as pd

def count_barrels_with_17_rotten_tomatoes(df):
    """"""
    This function takes in a pandas dataframe of rotten tomatoes per barrel, and returns the number of barrels that have at least 17 rotten tomatoes.
    Args:
    df (pandas.DataFrame): A pandas DataFrame object containing the number of rotten tomatoes per barrel.
    The dataframe should contain ""Stem"" and ""Leaf"" columns.
    Returns:
    int: The number of barrels that have at least 17 rotten tomatoes.
    """"""
    # prepare a list to calculate rotten tomatoes in each barrel
    rotten_tomatoes = []
    # calculate the total number of rotten tomatoes in each barrel
    for i in range(len(df)):
        stem = df['Stem'][i]
        leaf = df['Leaf'][i]
        for j in range(len(leaf)):
            rotten_tomatoes.append(stem * 10 + leaf[j])
    # filter the barrels where the total number of rotten tomatoes is greater than or equal to 17
    filtered = [tomato for tomato in rotten_tomatoes if tomato >= 17]
    # count the number of rows
    num_barrels = len(filtered)
    return num_barrels","```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Stem': [1, 2, 3, 4, 5, 6, 7, 8],
    'Leaf': [[7], [], [7, 8], [4], [7], [6], [], [3]]
})
# Call the tool to solve the problem
count_barrels_with_17_rotten_tomatoes(df)
```","def count_groups_above_threshold_in_stem_leaf(data_frame, stem_col, leaf_col, item_threshold):
    """"""
    This function takes in a pandas DataFrame representing a stem-and-leaf plot of groups and a threshold value, and returns the number of groups that have values greater than or equal to the threshold.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the stem-and-leaf plot of items with columns specified by stem_col and leaf_col.
    stem_col (str): The column name for the stem values.
    leaf_col (str): The column name for the leaf values.
    item_threshold (int): The threshold value for filtering items.
    
    Returns:
    int: The number of items with values greater than or equal to the threshold.
    """"""
    # Initialize the list to calculate items in each group
    items = []
    
    # Calculate the total value of items in each group
    for i in range(len(data_frame)):
        stem = data_frame[stem_col][i]
        leaf = data_frame[leaf_col][i]
        for j in range(len(leaf)):
            items.append(stem * 10 + leaf[j])
    
    # Filter the items where the total value is greater than or equal to the threshold
    filtered = [item for item in items if item >= item_threshold]
    
    # Count the number of items
    num_items = len(filtered)
    
    return num_items","data = {
    ""Stem"": [1, 2, 3, 4, 5, 6, 7, 8],
    ""Leaf"": [[7], [], [7, 8], [4], [7], [6], [], [3]]
}

df = pd.DataFrame(data)
print(count_groups_above_threshold_in_stem_leaf(data_frame=df, stem_col=""Stem"", leaf_col=""Leaf"", item_threshold=17))"
A bagel wholesaler examined the bagel sales of each of the retail stores that it served. How many more everything bagels than cinnamon-raisin bagels did Westside Bagels sell?,5.0,"Shop | Cinnamon-raisin bagels | Everything bagels
Downtown Bagels | 8 | 12
Bagel City | 20 | 11
Westside Bagels | 8 | 13
Jimmy's Bagels | 3 | 16",5,17078,"import pandas as pd

def calculate_bagel_difference(df, shop_name):
    """"""
    This function takes in a pandas DataFrame representing a bagel sales table and a shop name, and returns the difference in sales between everything bagels and cinnamon-raisin bagels for the specified shop.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing bagel sales data with columns 'Shop', 'Cinnamon-raisin bagels', and 'Everything bagels'.
    shop_name (str): The name of the shop for which to calculate the bagel sales difference.
    Returns:
    int: The difference in sales between everything bagels and cinnamon-raisin bagels for the specified shop.
    """"""
    # Filter the DataFrame for the specific shop
    shop_df = df[df['Shop'] == shop_name]
    if not shop_df.empty:
        # Calculate the difference in sales
        difference = shop_df['Everything bagels'].values[0] - shop_df['Cinnamon-raisin bagels'].values[0]
        return difference
    else:
        return None","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Shop': ['Downtown Bagels', 'Bagel City', 'Westside Bagels', 'Jimmy\'s Bagels'],
    'Cinnamon-raisin bagels': [8, 20, 8, 3],
    'Everything bagels': [12, 11, 13, 16]
})
# Call the tool to solve the problem
print(calculate_bagel_difference(df, 'Westside Bagels'))
```","def calculate_item_sales_difference_for_entity(data_frame, entity_col, item1_col, item2_col, entity_name):
    """"""
    This function takes in a pandas DataFrame representing a table of item sales for entities and calculates the difference in sales between two item types for a specified entity.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing item sales data with columns specified by entity_col, item1_col, and item2_col.
    entity_col (str): The column name for the entity names.
    item1_col (str): The column name for the first item type sales.
    item2_col (str): The column name for the second item type sales.
    entity_name (str): The name of the entity for which to calculate the item sales difference.
    
    Returns:
    int: The difference in sales between the two item types for the specified entity.
    """"""
    # Filter the DataFrame for the specific entity
    entity_df = data_frame[data_frame[entity_col] == entity_name]
    if not entity_df.empty:
        # Calculate the difference in sales
        difference = entity_df[item2_col].values[0] - entity_df[item1_col].values[0]
        return difference
    else:
        return None","data = {
    'Shop': ['Downtown Bagels', 'Bagel City', 'Westside Bagels', 'Jimmy\'s Bagels'],
    'Cinnamon-raisin bagels': [8, 20, 8, 3],
    'Everything bagels': [12, 11, 13, 16]
}

df = pd.DataFrame(data)
print(calculate_item_sales_difference_for_entity(data_frame=df, entity_col=""Shop"", item1_col=""Cinnamon-raisin bagels"", item2_col=""Everything bagels"", entity_name=""Westside Bagels""))"
Each pile has 10 magazines. How many magazines are in 3 piles?,30.0,"Number of piles | Number of magazines
1 | 10
2 | 20
3 | ?",1,10935,"import pandas as pd

def calculate_magazines(df, piles):
    """"""
    This function takes in a pandas DataFrame representing a table of piles and magazines, and a number of piles, and returns the number of magazines in the given number of piles.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of piles and the corresponding number of magazines with columns 'Number of piles' and 'Number of magazines'.
    piles (int): The number of piles for which to calculate the number of magazines.
    Returns:
    int: The number of magazines in the given number of piles.
    """"""
    # Get the number of magazines per pile from the DataFrame
    magazines_per_pile = df['Number of magazines'][0] / df['Number of piles'][0]
    
    # Calculate the number of magazines in the given number of piles
    magazines = piles * magazines_per_pile
    
    return int(magazines)","```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Number of piles': [1, 2],
    'Number of magazines': [10, 20]
})

# Call the tool to solve the problem
magazines_in_3_piles = calculate_magazines(df, 3)
print(magazines_in_3_piles)
```","def calculate_total_items_from_group_item_relationship(data_frame, group_col, item_col, num_groups):
    """"""
    This function takes in a pandas DataFrame representing a table of group-item relationships and a given number of groups, and returns the total number of items in the given number of groups.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the group-item relationships with columns specified by group_col and item_col.
    group_col (str): The column name for the group values.
    item_col (str): The column name for the item values.
    num_groups (int): The number of groups for which to calculate the total number of items.
    
    Returns:
    int: The total number of items in the given number of groups.
    """"""
    # Get the number of items per group from the DataFrame
    items_per_group = data_frame[item_col][0] / data_frame[group_col][0]
    
    # Calculate the total number of items in the given number of groups
    total_items = num_groups * items_per_group
    
    return int(total_items)","data = {
    'Number of piles': [1, 2],
    'Number of magazines': [10, 20]
}

df = pd.DataFrame(data)
print(calculate_total_items_from_group_item_relationship(data_frame=df, group_col=""Number of piles"", item_col=""Number of magazines"", num_groups=3))"
A cookie factory monitored the number of broken cookies per pack yesterday. How many packs had exactly 38 broken cookies?,4.0,"Stem | Leaf 
2 | 0, 2, 2, 4
3 | 4, 8, 8, 8, 8
4 | 6, 6
5 | 0, 8
6 | 0, 0, 1, 9
7 | 1, 2, 3, 3, 4, 7",8,12956,"import pandas as pd
def count_packs_with_38_broken_cookies(df):
    """"""
    This function takes in a pandas dataframe of broken cookies per pack, and returns the number of packs that have exactly 38 broken cookies.
    Args:
    df (pandas.DataFrame): A pandas DataFrame object containing the number of broken cookies per pack.
    The dataframe should contain ""Stem"" and ""Leaf"" columns.
    Returns:
    int: The number of packs that have exactly 38 broken cookies.
    """"""
    # prepare a list to calculate cookies in each pack
    cookies = []
    # calculate the total number of broken cookies in each pack
    for i in range(len(df)):
        stem = df['Stem'][i]
        leaf = df['Leaf'][i]
        for j in range(len(leaf)):
            cookies.append(stem * 10 + leaf[j])
    # filter the packs where the total number of broken cookies is exactly 38
    filtered = [cookie for cookie in cookies if cookie == 38]
    # count the number of rows
    num_packs = len(filtered)
    return num_packs","```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Stem': [2, 3, 4, 5, 6, 7],
    'Leaf': [[0, 2, 2, 4], [4, 8, 8, 8, 8], [6, 6], [0, 8], [0, 0, 1, 9], [1, 2, 3, 3, 4, 7]]
})
# Call the tool to solve the problem
count_packs_with_38_broken_cookies(df)
```","def count_groups_with_exact_number_in_stem_leaf(data_frame, stem_col, leaf_col, item_number):
    """"""
    This function takes in a pandas DataFrame representing a stem-and-leaf plot of groups and a specific item number, and returns the number of groups that have exactly the given number of items.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the stem-and-leaf plot of items with columns specified by stem_col and leaf_col.
    stem_col (str): The column name for the stem values.
    leaf_col (str): The column name for the leaf values.
    item_number (int): The specific number of items for filtering groups.
    
    Returns:
    int: The number of groups with exactly the given number of items.
    """"""
    # Initialize the list to calculate items in each group
    items = []
    
    # Calculate the total number of items in each group
    for i in range(len(data_frame)):
        stem = data_frame[stem_col][i]
        leaf = data_frame[leaf_col][i]
        for j in range(len(leaf)):
            items.append(stem * 10 + leaf[j])
    
    # Filter the groups where the total number of items is exactly the given number
    filtered = [item for item in items if item == item_number]
    
    # Count the number of groups
    num_groups = len(filtered)
    
    return num_groups","data = {
    ""Stem"": [2, 3, 4, 5, 6, 7],
    ""Leaf"": [[0, 2, 2, 4], [4, 8, 8, 8, 8], [6, 6], [0, 8], [0, 0, 1, 9], [1, 2, 3, 3, 4, 7]]
}

df = pd.DataFrame(data)
print(count_groups_with_exact_number_in_stem_leaf(data_frame=df, stem_col=""Stem"", leaf_col=""Leaf"", item_number=38))"
"For an assignment, Marshall looked at which countries got the most Nobel Prizes in various decades. How many more Nobel Prize winners did Canada have in the 1990s than in the 1980s?",5.0,"Country | 1980s | 1990s
Italy | 3 | 1
Japan | 2 | 1
Germany | 11 | 7
Canada | 3 | 8",5,13842,"import pandas as pd

def calculate_difference(df, country, column1, column2):
    """"""
    This function takes in a pandas DataFrame, a country name, and two column names, and returns the difference in the number of Nobel Prize winners between the two columns for the specified country.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of Nobel Prize winners for different countries in different decades.
    country (str): The name of the country.
    column1 (str): The name of the first column.
    column2 (str): The name of the second column.
    Returns:
    int: The difference in the number of Nobel Prize winners between the two columns for the specified country.
    """"""
    # Filter the DataFrame for the specific country
    country_df = df[df['Country'] == country]
    if not country_df.empty:
        # Calculate the difference in the number of Nobel Prize winners between the two columns
        difference = country_df[column2].values[0] - country_df[column1].values[0]
        return difference
    else:
        return None","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Country': ['Italy', 'Japan', 'Germany', 'Canada'],
    '1980s': [3, 2, 11, 3],
    '1990s': [1, 1, 7, 8]
})
# Call the tool to solve the problem
difference = calculate_difference(df, 'Canada', '1980s', '1990s')
print(difference)
```","def calculate_difference_between_columns_for_row(df, id_col, row_id, col1, col2):
    """"""
    This function takes in a pandas DataFrame, a row identifier, and two column names, and returns the difference in values between the two columns for the specified row.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing various data.
    id_col (str): The column name for the row identifiers.
    row_id (str): The identifier for the row.
    col1 (str): The name of the first column.
    col2 (str): The name of the second column.
    
    Returns:
    int: The difference in values between the two columns for the specified row.
    """"""
    # Filter the DataFrame for the specific row
    row_df = df[df[id_col] == row_id]
    if not row_df.empty:
        # Calculate the difference in values between the two columns
        difference = row_df[col2].values[0] - row_df[col1].values[0]
        return difference
    else:
        return None","df = pd.DataFrame({
    'Country': ['Italy', 'Japan', 'Germany', 'Canada'],
    '1980s': [3, 2, 11, 3],
    '1990s': [1, 1, 7, 8]
})
print(calculate_difference_between_columns_for_row(df, 'Country', 'Canada', '1980s', '1990s'))"
The county released data about how many schools there are in each town. What is the mean of the numbers?,6.0,"Town | Number of schools
Greenwood | 2
Richmond | 7
Mayfield | 4
Salem | 9
Ashland | 7
Chesterton | 7",6,12987,"import pandas as pd
import numpy as np

def calculate_mean(df):
    """"""
    This function takes in a pandas DataFrame representing a table of towns and their number of schools, and returns the mean number of schools.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing town names and their number of schools with columns 'Town' and 'Number of schools'.
    Returns:
    float: The mean number of schools.
    """"""
    # Calculate the mean of the 'Number of schools' column
    mean = np.mean(df['Number of schools'])
    
    return mean","```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Town': ['Greenwood', 'Richmond', 'Mayfield', 'Salem', 'Ashland', 'Chesterton'],
    'Number of schools': [2, 7, 4, 9, 7, 7]
})

# Call the tool to solve the problem
mean = calculate_mean(df)
print(mean)
```","def calculate_mean_of_column(data_frame, column_name):
    """"""
    This function takes in a pandas DataFrame and a column name, and returns the mean of the specified column.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the data.
    column_name (str): The name of the column for which the mean should be calculated.
    
    Returns:
    float: The mean of the specified column.
    """"""
    # Calculate the mean of the specified column
    mean = np.mean(data_frame[column_name])
    
    return mean","df = pd.DataFrame({
    'Town': ['Greenwood', 'Richmond', 'Mayfield', 'Salem', 'Ashland', 'Chesterton'],
    'Number of schools': [2, 7, 4, 9, 7, 7]
})

mean = calculate_mean_of_column(data_frame=df, column_name='Number of schools')
print(mean)"
"As part of a statistics project, a math class weighed all the children who were willing to participate. What is the weight of the lightest child?",21.0,"Stem | Leaf 
2 | 1
3 | 
4 | 2, 3, 5, 6
5 | 7, 9, 9
6 | 1",8,12012,"import pandas as pd

def find_lightest_child(df):
    """"""
    This function takes in a pandas dataframe of children's weights, and returns the weight of the lightest child.
    Args:
    df (pandas.DataFrame): A pandas DataFrame object containing the weights of children.
    The dataframe should contain ""Stem"" and ""Leaf"" columns.
    Returns:
    int: The weight of the lightest child.
    """"""
    # prepare a list to calculate weight of each child
    weights = []
    # calculate the weight of each child
    for i in range(len(df)):
        stem = df['Stem'][i]
        leaf = df['Leaf'][i]
        for j in range(len(leaf)):
            weights.append(stem * 10 + leaf[j])
    # find the minimum weight
    min_weight = min(weights)
    return min_weight","We should first create a pandas dataframe with the data from the table. Note that some elements are empty, so we need to fill them with empty lists. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Stem': [2, 3, 4, 5, 6],
    'Leaf': [[1], [], [2, 3, 5, 6], [7, 9, 9], [1]]
})
# Call the tool to solve the problem
print(find_lightest_child(df))
```","def find_minimum_value_in_stem_leaf(data_frame, stem_col, leaf_col):
    """"""
    This function takes in a pandas DataFrame representing a stem-and-leaf plot of items, and returns the minimum value among the items.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the stem-and-leaf plot of items with columns specified by stem_col and leaf_col.
    stem_col (str): The column name for the stem values.
    leaf_col (str): The column name for the leaf values.
    
    Returns:
    int: The minimum value among the items.
    """"""
    # Initialize the list to calculate items
    items = []
    
    # Calculate the total value of items
    for i in range(len(data_frame)):
        stem = data_frame[stem_col][i]
        leaf = data_frame[leaf_col][i]
        for j in range(len(leaf)):
            items.append(stem * 10 + leaf[j])
    
    # Find the minimum value
    min_value = min(items)
    
    return min_value","data = {
    ""Stem"": [2, 3, 4, 5, 6],
    ""Leaf"": [[1], [], [2, 3, 5, 6], [7, 9, 9], [1]]
}

df = pd.DataFrame(data)
print(find_minimum_value_in_stem_leaf(data_frame=df, stem_col=""Stem"", leaf_col=""Leaf""))"
Mr. Clarke recorded the scores of his students on the most recent math quiz. How many students are there in all?,53.0,"Score | Frequency
5 | 13
6 | 2
7 | 8
8 | 11
9 | 4
10 | 15",8,2878,"import pandas as pd

def calculate_total_students(score_frequency_df):
    """"""
    This function takes in a pandas DataFrame representing a score frequency table and returns the total number of students.
    Args:
    score_frequency_df (pd.DataFrame): A pandas DataFrame containing scores and their frequencies with columns 'Score' and 'Frequency'.
    Returns:
    int: The total number of students.
    """"""
    # Calculate the total number of students by summing the frequencies
    total_students = score_frequency_df['Frequency'].sum()
    
    return total_students","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Score': [5, 6, 7, 8, 9, 10],
    'Frequency': [13, 2, 8, 11, 4, 15]
})
# Call the tool to solve the problem
total_students = calculate_total_students(df)
print(total_students)
```","def calculate_total_elements_from_frequency_table(frequency_table_df, value_col, frequency_col):
    """"""
    This function takes in a pandas DataFrame representing a frequency table and returns the total number of elements based on the frequencies.
    
    Args:
    frequency_table_df (pd.DataFrame): A pandas DataFrame containing values and their frequencies with columns specified by value_col and frequency_col.
    value_col (str): The column name for the values.
    frequency_col (str): The column name for the frequencies.
    
    Returns:
    int: The total number of elements.
    """"""
    # Calculate the total number of elements by summing the frequencies
    total_elements = frequency_table_df[frequency_col].sum()
    
    return total_elements","data = {
    'Score': [5, 6, 7, 8, 9, 10],
    'Frequency': [13, 2, 8, 11, 4, 15]
}

df = pd.DataFrame(data)
print(calculate_total_elements_from_frequency_table(frequency_table_df=df, value_col=""Score"", frequency_col=""Frequency""))"
