question,answer,table,level,tool_id,code,api_call,tool,tool_call
"At a swim meet, Grayson noted the size of various swim teams. How many teams have at least 37 swimmers?",13.0,"Stem | Leaf 
2 | 0, 2, 2, 4, 6, 7, 7
3 | 5, 6
4 | 3
5 | 2, 3
6 | 6, 8
7 | 2, 3, 9
8 | 0, 1, 6, 9
9 | 0",7,11914,"import pandas as pd
def count_teams_with_37_swimmers(df):
    """"""
    This function takes in a pandas dataframe of swim teams, and returns the number of teams that have at least 37 swimmers.
    Args:
    df (pandas.DataFrame): A pandas DataFrame object containing the size of various swim teams.
    The dataframe should contain ""Stem"" and ""Leaf"" columns.
    Returns:
    int: The number of teams that have at least 37 swimmers.
    """"""
    # prepare a list to calculate swimmers in each team
    swimmers = []
    # calculate the total number of swimmers in each team
    for i in range(len(df)):
        stem = df['Stem'][i]
        leaf = df['Leaf'][i]
        for j in range(len(leaf)):
            swimmers.append(stem * 10 + leaf[j])
    # filter the teams where the total number of swimmers is greater than or equal to 37
    filtered = [team for team in swimmers if team >= 37]
    # count the number of rows
    num_teams = len(filtered)
    return num_teams","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Stem': [2, 3, 4, 5, 6, 7, 8, 9],
    'Leaf': [[0, 2, 2, 4, 6, 7, 7], [5, 6], [3], [2, 3], [6, 8], [2, 3, 9], [0, 1, 6, 9], [0]]
})
# Call the tool to solve the problem
print(count_teams_with_37_swimmers(df))","def count_groups_above_threshold_in_stem_leaf(data_frame, stem_col, leaf_col, group_threshold):
    """"""
    This function takes in a pandas DataFrame representing a stem-and-leaf plot of groups and a threshold value, and returns the number of groups that have values greater than or equal to the threshold.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the stem-and-leaf plot of items with columns specified by stem_col and leaf_col.
    stem_col (str): The column name for the stem values.
    leaf_col (str): The column name for the leaf values.
    group_threshold (int): The threshold value for filtering groups.
    
    Returns:
    int: The number of groups with values greater than or equal to the threshold.
    """"""
    # Initialize the list to calculate members in each group
    members = []
    
    # Calculate the total value of members in each group
    for i in range(len(data_frame)):
        stem = data_frame[stem_col][i]
        leaf = data_frame[leaf_col][i]
        for j in range(len(leaf)):
            members.append(stem * 10 + leaf[j])
    
    # Filter the groups where the total value is greater than or equal to the threshold
    filtered = [group for group in members if group >= group_threshold]
    
    # Count the number of groups
    num_groups = len(filtered)
    
    return num_groups","data = {
    ""Stem"": [2, 3, 4, 5, 6, 7, 8, 9],
    ""Leaf"": [[0, 2, 2, 4, 6, 7, 7], [5, 6], [3], [2, 3], [6, 8], [2, 3, 9], [0, 1, 6, 9], [0]]
}

df = pd.DataFrame(data)
print(count_groups_above_threshold_in_stem_leaf(data_frame=df, stem_col=""Stem"", leaf_col=""Leaf"", group_threshold=37))"
Manuel measured the length of each scarf in the clothing store where he works. How many scarves are exactly 90 centimeters?,3.0,"Stem | Leaf 
6 | 9
7 | 2, 5, 9, 9
8 | 2
9 | 0, 0, 0",4,11772,"import pandas as pd
def count_scarves_of_length_90(df):
    """"""
    This function takes in a pandas dataframe of scarf lengths, and returns the number of scarves that are exactly 90 centimeters.
    Args:
    df (pandas.DataFrame): A pandas DataFrame object containing the lengths of scarves.
    The dataframe should contain ""Stem"" and ""Leaf"" columns.
    Returns:
    int: The number of scarves that are exactly 90 centimeters.
    """"""
    # prepare a list to calculate length of each scarf
    lengths = []
    # calculate the total length of each scarf
    for i in range(len(df)):
        stem = df['Stem'][i]
        leaf = df['Leaf'][i]
        for j in range(len(leaf)):
            lengths.append(stem * 10 + leaf[j])
    # filter the scarves where the length is exactly 90 centimeters
    filtered = [length for length in lengths if length == 90]
    # count the number of rows
    num_scarves = len(filtered)
    return num_scarves","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Stem': [6, 7, 8, 9],
    'Leaf': [[9], [2, 5, 9, 9], [2], [0, 0, 0]]
})
# Call the tool to solve the problem
print(count_scarves_of_length_90(df))","def count_items_with_specific_value_in_stem_leaf(data_frame, stem_col, leaf_col, specific_value):
    """"""
    This function takes in a pandas DataFrame representing a stem-and-leaf plot of items and a specific value, and returns the number of items that have the specific value.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the stem-and-leaf plot of items with columns specified by stem_col and leaf_col.
    stem_col (str): The column name for the stem values.
    leaf_col (str): The column name for the leaf values.
    specific_value (int): The specific value for filtering items.
    
    Returns:
    int: The number of items with the specific value.
    """"""
    # Initialize the list to calculate items in each group
    items = []
    
    # Calculate the total value of items in each group
    for i in range(len(data_frame)):
        stem = data_frame[stem_col][i]
        leaf = data_frame[leaf_col][i]
        for j in range(len(leaf)):
            items.append(stem * 10 + leaf[j])
    
    # Filter the items where the total value is equal to the specific value
    filtered = [item for item in items if item == specific_value]
    
    # Count the number of items
    num_items = len(filtered)
    
    return num_items","data = {
    ""Stem"": [6, 7, 8, 9],
    ""Leaf"": [[9], [2, 5, 9, 9], [2], [0, 0, 0]]
}

df = pd.DataFrame(data)
print(count_items_with_specific_value_in_stem_leaf(data_frame=df, stem_col=""Stem"", leaf_col=""Leaf"", specific_value=90))"
Ashley's family went on a road trip and counted the number of cars they saw each day. How many cars in total did they see on Saturday and Sunday?,687.0,"Day | Number of cars
Saturday | 339
Sunday | 348
Monday | 232
Tuesday | 282",3,3816,"import pandas as pd

def calculate_total_cars(df, days):
    """"""
    This function takes in a pandas DataFrame representing a table of the number of cars seen each day and a list of days, and returns the total number of cars seen on those days.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing days and the number of cars seen with columns 'Day' and 'Number of cars'.
    days (list): A list of days to calculate the total number of cars seen.
    Returns:
    int: The total number of cars seen on the specified days.
    """"""
    # Filter the DataFrame for the specified days
    filtered_df = df[df['Day'].isin(days)]
    
    # Calculate the total number of cars seen
    total_cars = filtered_df['Number of cars'].sum()
    
    return total_cars","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Day': ['Saturday', 'Sunday', 'Monday', 'Tuesday'],
    'Number of cars': [339, 348, 232, 282]
})

# Call the tool to solve the problem
total_cars = calculate_total_cars(df, ['Saturday', 'Sunday'])
print(total_cars)","def calculate_total_count_for_specific_days(df, day_col, count_col, days_list):
    """"""
    This function takes in a pandas DataFrame representing a table of daily counts and a list of specific days, and returns the total count for those days.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing daily counts with columns specified by day_col and count_col.
    day_col (str): The column name for the days.
    count_col (str): The column name for the counts.
    days_list (list): A list of specific days to calculate the total count.
    
    Returns:
    int: The total count for the specified days.
    """"""
    # Filter the DataFrame for the specified days
    filtered_df = df[df[day_col].isin(days_list)]
    
    # Calculate the total count for the specified days
    total_count = filtered_df[count_col].sum()
    
    return total_count","df = pd.DataFrame({
    'Day': ['Saturday', 'Sunday', 'Monday', 'Tuesday'],
    'Number of cars': [339, 348, 232, 282]
})

print(calculate_total_count_for_specific_days(df, 'Day', 'Number of cars', ['Saturday', 'Sunday']))"
"For a statistics project, Austin observed the number of hits and misses scored by some baseball players during batting practice. How many more misses than hits did the third baseman have?",13.0,"Player | Misses | Hits
First baseman | 8 | 14
Left fielder | 1 | 8
Right fielder | 10 | 13
Third baseman | 16 | 3
Shortstop | 3 | 3",4,4966,"import pandas as pd

def calculate_difference(df, player):
    """"""
    This function takes in a pandas DataFrame representing a baseball statistics table and a player's name, and returns the difference between the number of misses and hits for the specified player.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing player names, number of misses and hits with columns 'Player', 'Misses' and 'Hits'.
    player (str): The name of the player.
    Returns:
    int: The difference between the number of misses and hits for the specified player.
    """"""
    # Filter the DataFrame for the specific player
    player_df = df[df['Player'] == player]
    if not player_df.empty:
        misses = player_df['Misses'].values[0]
        hits = player_df['Hits'].values[0]
        difference = misses - hits
        return difference
    else:
        return None","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Player': ['First baseman', 'Left fielder', 'Right fielder', 'Third baseman', 'Shortstop'],
    'Misses': [8, 1, 10, 16, 3],
    'Hits': [14, 8, 13, 3, 3]
})
# Call the tool to solve the problem
print(calculate_difference(df, 'Third baseman'))","def calculate_difference_between_two_columns_for_specific_row(df, row_id_col, row_id, col1, col2):
    """"""
    This function takes in a pandas DataFrame, a column name for row identifiers, a specific row identifier, and two column names, and returns the difference between the values in the two columns for the specified row.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame.
    row_id_col (str): The column name for the row identifiers.
    row_id (str): The specific row identifier.
    col1 (str): The first column name.
    col2 (str): The second column name.
    
    Returns:
    float: The difference between the values in col1 and col2 for the row specified by row_id. Returns None if the row identifier is not found in the DataFrame.
    """"""
    # Filter the DataFrame for the specific row identifier
    row_df = df[df[row_id_col] == row_id]
    if not row_df.empty:
        value1 = row_df[col1].values[0]
        value2 = row_df[col2].values[0]
        difference = value1 - value2
        return difference
    else:
        return None","df = pd.DataFrame({
    'Player': ['First baseman', 'Left fielder', 'Right fielder', 'Third baseman', 'Shortstop'],
    'Misses': [8, 1, 10, 16, 3],
    'Hits': [14, 8, 13, 3, 3]
})
print(calculate_difference_between_two_columns_for_specific_row(df, 'Player', 'Third baseman', 'Misses', 'Hits'))"
"At a charity basketball shootout, excited fans counted the baskets and misses made by each of the team mascots. How many misses did Bradley Bear have?",11.0,"Mascot | Baskets | Misses
Bradley Bear | 13 | 11
Rhianna Rhino | 17 | 5
Wendy Wolverine | 3 | 6
Tina Tiger | 1 | 12",4,16913,"import pandas as pd

def get_misses(df, mascot_name):
    """"""
    This function takes in a pandas DataFrame representing a table of mascot basketball shootout results and a mascot name, and returns the number of misses made by the mascot.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing mascot names, baskets made, and misses with columns 'Mascot', 'Baskets', and 'Misses'.
    mascot_name (str): The name of the mascot.
    Returns:
    int: The number of misses made by the mascot.
    """"""
    # Filter the DataFrame for the specific mascot
    mascot_df = df[df['Mascot'] == mascot_name]
    if not mascot_df.empty:
        # Return the number of misses made by the mascot
        return mascot_df['Misses'].values[0]
    else:
        return None","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Mascot': ['Bradley Bear', 'Rhianna Rhino', 'Wendy Wolverine', 'Tina Tiger'],
    'Baskets': [13, 17, 3, 1],
    'Misses': [11, 5, 6, 12]
})
# Call the tool to solve the problem
misses = get_misses(df, 'Bradley Bear')
print(misses)","def get_value_from_table_by_identifier(data_frame, identifier_col, value_col, identifier_value):
    """"""
    This function takes in a pandas DataFrame, an identifier column, a value column, and an identifier value, and returns the value from the value column corresponding to the given identifier value.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the data.
    identifier_col (str): The column name for the identifier values.
    value_col (str): The column name for the values to be retrieved.
    identifier_value (str): The identifier value to filter the data.
    
    Returns:
    Any: The value from the value column corresponding to the given identifier value, or None if the identifier value is not found.
    """"""
    # Filter the DataFrame for the specific identifier value
    filtered_df = data_frame[data_frame[identifier_col] == identifier_value]
    if not filtered_df.empty:
        # Return the value from the value column corresponding to the identifier value
        return filtered_df[value_col].values[0]
    else:
        return None","data = {
    'Mascot': ['Bradley Bear', 'Rhianna Rhino', 'Wendy Wolverine', 'Tina Tiger'],
    'Baskets': [13, 17, 3, 1],
    'Misses': [11, 5, 6, 12]
}

df = pd.DataFrame(data)
print(get_value_from_table_by_identifier(data_frame=df, identifier_col=""Mascot"", value_col=""Misses"", identifier_value=""Bradley Bear""))"
Each gym locker has 5 volleyballs. How many volleyballs are in 6 gym lockers?,30.0,"Number of gym lockers | Number of volleyballs
1 | 5
2 | 10
3 | 15
4 | 20
5 | 25
6 | ?",2,1607,"import pandas as pd

def calculate_volleyballs_in_lockers(df, num_lockers):
    """"""
    This function takes in a pandas DataFrame representing a table of gym lockers and the number of volleyballs in each locker, and returns the number of volleyballs in the specified number of lockers.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of gym lockers and the number of volleyballs in each locker with columns 'Number of gym lockers' and 'Number of volleyballs'.
    num_lockers (int): The number of gym lockers to calculate the number of volleyballs for.
    Returns:
    int: The number of volleyballs in the specified number of gym lockers.
    """"""
    # Find the number of volleyballs per locker
    volleyballs_per_locker = df['Number of volleyballs'][0] / df['Number of gym lockers'][0]
    
    # Calculate the number of volleyballs in the specified number of lockers
    total_volleyballs = num_lockers * volleyballs_per_locker
    
    return int(total_volleyballs)","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Number of gym lockers': [1, 2, 3, 4, 5],
    'Number of volleyballs': [5, 10, 15, 20, 25]
})

# Call the tool to solve the problem
num_volleyballs = calculate_volleyballs_in_lockers(df, 6)
print(num_volleyballs)","def calculate_total_items_from_item_quantities_per_group(item_quantities_df, group_col, item_col, num_groups):
    """"""
    This function takes in a pandas DataFrame representing a table of item quantities per group and a given number of groups, and returns the total number of items based on the item quantities per group and the number of groups.
    
    Args:
    item_quantities_df (pd.DataFrame): A pandas DataFrame containing the number of groups and the number of items in each group.
    group_col (str): The column name for the group values.
    item_col (str): The column name for the item quantities.
    num_groups (int): The number of groups to calculate the total number of items for.
    
    Returns:
    int: The total number of items in the specified number of groups.
    """"""
    # Find the number of items per group
    items_per_group = item_quantities_df[item_col][0] / item_quantities_df[group_col][0]
    
    # Calculate the total number of items in the specified number of groups
    total_items = num_groups * items_per_group
    
    return int(total_items)","item_quantities_data = {
    'Number of gym lockers': [1, 2, 3, 4, 5],
    'Number of volleyballs': [5, 10, 15, 20, 25]
}

item_quantities_df = pd.DataFrame(item_quantities_data)

num_groups = 6
print(calculate_total_items_from_item_quantities_per_group(item_quantities_df, ""Number of gym lockers"", ""Number of volleyballs"", num_groups))"
"Marco is playing a computer game in which he builds and manages an amusement park. The types of rides he has in his park are shown in the frequency chart. Marco plans to build 9 more rides. Afterward, how many rides will Marco's park have in all?",41.0,"Type | Frequency
little-kid rides | 10
roller coasters | 7
water rides | 4
spinning rides | 8
free-fall rides | 3",5,6710,"import pandas as pd

def calculate_total_rides(df, additional_rides):
    """"""
    This function takes in a pandas DataFrame representing a frequency chart of ride types and an integer representing the number of additional rides to be built, and returns the total number of rides in the park after the additional rides are built.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing ride types and their frequencies with columns 'Type' and 'Frequency'.
    additional_rides (int): The number of additional rides to be built.
    Returns:
    int: The total number of rides in the park after the additional rides are built.
    """"""
    # Calculate the current total number of rides
    current_total_rides = df['Frequency'].sum()
    
    # Calculate the total number of rides after the additional rides are built
    total_rides = current_total_rides + additional_rides
    
    return total_rides","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Type': ['little-kid rides', 'roller coasters', 'water rides', 'spinning rides', 'free-fall rides'],
    'Frequency': [10, 7, 4, 8, 3]
})

# Call the tool to solve the problem
total_rides = calculate_total_rides(df, 9)
print(total_rides)","def calculate_total_items_after_addition(data_frame, category_col, frequency_col, additional_items):
    """"""
    This function takes in a pandas DataFrame representing a frequency chart of categories and an integer representing the number of additional items to be added, and returns the total number of items after the addition.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing categories and their frequencies.
    category_col (str): The column name for the categories.
    frequency_col (str): The column name for the frequencies.
    additional_items (int): The number of additional items to be added.
    
    Returns:
    int: The total number of items after the addition.
    """"""
    # Calculate the current total number of items
    current_total_items = data_frame[frequency_col].sum()
    
    # Calculate the total number of items after the additional items are added
    total_items = current_total_items + additional_items
    
    return total_items","data = {
    'Type': ['little-kid rides', 'roller coasters', 'water rides', 'spinning rides', 'free-fall rides'],
    'Frequency': [10, 7, 4, 8, 3]
}

df = pd.DataFrame(data)
print(calculate_total_items_after_addition(data_frame=df, category_col=""Type"", frequency_col=""Frequency"", additional_items=9))"
An economics student recorded the amount of per-capita aid that the U.S. gave to various countries during the 1900s. How much aid did Libya receive per capita in 1980?,5.0,"Country | 1980 | 1990
Algeria | $9 | $10
Afghanistan | $2 | $7
Libya | $5 | $5
Pakistan | $14 | $10",5,9215,"import pandas as pd

def get_aid_amount(df, country, year):
    """"""
    This function takes in a pandas DataFrame representing a table of aid amounts, a country name, and a year, and returns the aid amount for the specified country and year.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing aid amounts with columns 'Country', '1980', '1990'.
    country (str): The name of the country.
    year (str): The year.
    Returns:
    float: The aid amount for the specified country and year.
    """"""
    # Filter the DataFrame for the specific country
    country_df = df[df['Country'] == country]
    if not country_df.empty:
        aid_amount = country_df[year].values[0]
        return aid_amount
    else:
        return None","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Country': ['Algeria', 'Afghanistan', 'Libya', 'Pakistan'],
    '1980': [9, 2, 5, 14],
    '1990': [10, 7, 5, 10]
})

# Call the tool to solve the problem
aid_amount = get_aid_amount(df, 'Libya', '1980')
print(aid_amount)","def get_value_from_table_by_row_and_column(data_frame, row_id_col, row_id, col_id):
    """"""
    This function takes in a pandas DataFrame, a row identifier column, a row identifier, and a column identifier, and returns the value at the intersection of the specified row and column.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing data with columns specified by row_id_col and col_id.
    row_id_col (str): The column name for the row identifier.
    row_id (str): The row identifier.
    col_id (str): The column identifier.
    
    Returns:
    float: The value at the intersection of the specified row and column.
    """"""
    # Filter the DataFrame for the specific row identifier
    row_df = data_frame[data_frame[row_id_col] == row_id]
    if not row_df.empty:
        value = row_df[col_id].values[0]
        return value
    else:
        return None","data = {
    'Country': ['Algeria', 'Afghanistan', 'Libya', 'Pakistan'],
    '1980': [9, 2, 5, 14],
    '1990': [10, 7, 5, 10]
}

df = pd.DataFrame(data)
print(get_value_from_table_by_row_and_column(data_frame=df, row_id_col=""Country"", row_id=""Libya"", col_id=""1980""))"
"In preparation for graduation, some teachers and students volunteered for the various graduation committees. How many people are on the music committee?",35.0,"Committee | Students | Teachers
Program | 5 | 17
Ticket | 20 | 5
Music | 20 | 15
Schedule | 15 | 20
Food | 18 | 2",5,12179,"import pandas as pd

def count_people_on_committee(df, committee_name):
    """"""
    This function takes in a pandas DataFrame representing a committee table and a committee name, and returns the total number of people on the specified committee.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing committee names and the number of students and teachers on each committee. The DataFrame should have columns 'Committee', 'Students', and 'Teachers'.
    committee_name (str): The name of the committee.
    Returns:
    int: The total number of people on the specified committee.
    """"""
    # Filter the DataFrame for the specific committee
    committee_df = df[df['Committee'] == committee_name]
    if not committee_df.empty:
        # Calculate the total number of people on the committee
        total_people = committee_df['Students'].values[0] + committee_df['Teachers'].values[0]
        return total_people
    else:
        return 0","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Committee': ['Program', 'Ticket', 'Music', 'Schedule', 'Food'],
    'Students': [5, 20, 20, 15, 18],
    'Teachers': [17, 5, 15, 20, 2]
})
# Call the tool to solve the problem
print(count_people_on_committee(df, 'Music'))","def count_total_people_in_group_from_subgroups(data_frame, group_col, subgroup1_col, subgroup2_col, group_name):
    """"""
    This function takes in a pandas DataFrame representing a table of group names and the number of people in each subgroup, and returns the total number of people in the specified group.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing group names and the number of people in each subgroup.
    group_col (str): The column name for the group names.
    subgroup1_col (str): The column name for the first subgroup.
    subgroup2_col (str): The column name for the second subgroup.
    group_name (str): The name of the group.
    
    Returns:
    int: The total number of people in the specified group.
    """"""
    # Filter the DataFrame for the specific group name
    group_df = data_frame[data_frame[group_col] == group_name]
    if not group_df.empty:
        # Calculate the total number of people in the group
        total_people = group_df[subgroup1_col].values[0] + group_df[subgroup2_col].values[0]
        return total_people
    else:
        return 0","data = {
    'Committee': ['Program', 'Ticket', 'Music', 'Schedule', 'Food'],
    'Students': [5, 20, 20, 15, 18],
    'Teachers': [17, 5, 15, 20, 2]
}

df = pd.DataFrame(data)
print(count_total_people_in_group_from_subgroups(data_frame=df, group_col=""Committee"", subgroup1_col=""Students"", subgroup2_col=""Teachers"", group_name=""Music""))"
"Dr. Marshall, a zoo director, researched ticket prices at other zoos around the country. How much more does a child ticket cost at the Minnesota Zoo than at the Central Park Zoo?",5.0,"Zoo | Child | Senior
Atlanta | $14 | $15
Central Park | $5 | $7
San Francisco | $9 | $12
Minnesota | $10 | $10
Boise | $3 | $4",4,8611,"import pandas as pd

def calculate_price_difference(df, zoo1, zoo2, ticket_type):
    """"""
    This function takes in a pandas DataFrame representing a table of zoo ticket prices, and calculates the price difference between two zoos for a specific ticket type.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing zoo names and ticket prices with columns 'Zoo', 'Child', and 'Senior'.
    zoo1 (str): The name of the first zoo.
    zoo2 (str): The name of the second zoo.
    ticket_type (str): The type of ticket to compare prices for ('Child' or 'Senior').
    Returns:
    float: The price difference between the two zoos for the specified ticket type.
    """"""
    # Filter the DataFrame for the specific zoos
    zoo1_df = df[df['Zoo'] == zoo1]
    zoo2_df = df[df['Zoo'] == zoo2]
    
    # Get the ticket prices for the specified ticket type
    zoo1_price = zoo1_df[ticket_type].values[0]
    zoo2_price = zoo2_df[ticket_type].values[0]
    
    # Calculate the price difference
    price_difference = zoo1_price - zoo2_price
    
    return price_difference","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Zoo': ['Atlanta', 'Central Park', 'San Francisco', 'Minnesota', 'Boise'],
    'Child': [14, 5, 9, 10, 3],
    'Senior': [15, 7, 12, 10, 4]
})

# Call the tool to solve the problem
price_difference = calculate_price_difference(df, 'Minnesota', 'Central Park', 'Child')
print(price_difference)","def calculate_price_difference_between_entities(data_frame, entity_col, item_col, entity1, entity2, item_type):
    """"""
    This function takes in a pandas DataFrame representing a table of item prices for different entities, and calculates the price difference between two entities for a specific item type.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing entity names and item prices.
    entity_col (str): The column name for the entity names.
    item_col (str): The column name for the item types.
    entity1 (str): The name of the first entity.
    entity2 (str): The name of the second entity.
    item_type (str): The type of item to compare prices for.
    
    Returns:
    float: The price difference between the two entities for the specified item type.
    """"""
    # Filter the DataFrame for the specific entities
    entity1_df = data_frame[data_frame[entity_col] == entity1]
    entity2_df = data_frame[data_frame[entity_col] == entity2]
    
    # Get the item prices for the specified item type
    entity1_price = entity1_df[item_col][item_type].values[0]
    entity2_price = entity2_df[item_col][item_type].values[0]
    
    # Calculate the price difference
    price_difference = entity1_price - entity2_price
    
    return price_difference","data = {
    'Zoo': ['Atlanta', 'Central Park', 'San Francisco', 'Minnesota', 'Boise'],
    'Child': [14, 5, 9, 10, 3],
    'Senior': [15, 7, 12, 10, 4]
}

df = pd.DataFrame(data)
print(calculate_price_difference_between_entities(data_frame=df, entity_col=""Zoo"", item_col=""Child"", entity1=""Minnesota"", entity2=""Central Park"", item_type=""Child""))"
Each gym locker has 5 soccer balls. How many soccer balls are in 6 gym lockers?,30.0,"Number of gym lockers | Number of soccer balls
1 | 5
2 | 10
3 | 15
4 | 20
5 | 25
6 | ?",1,10356,"def calculate_soccer_balls(num_lockers):
    """"""
    This function takes in the number of gym lockers and returns the number of soccer balls based on the given ratio.
    Args:
    num_lockers (int): The number of gym lockers.
    Returns:
    int: The number of soccer balls.
    """"""
    # The ratio of gym lockers to soccer balls is 1:5
    num_balls = num_lockers * 5
    return num_balls","# Call the tool to solve the problem
print(calculate_soccer_balls(6))","def calculate_items_based_on_ratio(num_groups, ratio):
    """"""
    This function takes in the number of groups and a ratio, and returns the total number of items based on the given ratio.
    
    Args:
    num_groups (int): The number of groups.
    ratio (int): The ratio of items per group.
    
    Returns:
    int: The total number of items.
    """"""
    # Calculate the total number of items based on the ratio
    num_items = num_groups * ratio
    return num_items","print(calculate_items_based_on_ratio(num_groups=6, ratio=5))"
"While looking through an almanac at the library, Colin noticed some data showing the population density of various states. How many more people per square mile lived in Idaho in 2000 than in 1990?",3.0,"State | 1990 | 2000
Idaho | 12 | 15
Nevada | 10 | 18
North Dakota | 9 | 9",4,11796,"import pandas as pd

def calculate_population_increase(df, state):
    """"""
    This function takes in a pandas DataFrame representing a population density table and a state name, and returns the increase in population density from 1990 to 2000 for the given state.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing population density data with columns 'State', '1990', and '2000'.
    state (str): The name of the state to calculate the population increase for.
    Returns:
    int: The increase in population density from 1990 to 2000 for the given state.
    """"""
    # Filter the DataFrame for the specific state
    state_df = df[df['State'] == state]
    if not state_df.empty:
        # Calculate the increase in population density
        increase = state_df['2000'].values[0] - state_df['1990'].values[0]
        return increase
    else:
        return None","# Initialize the table into a dataframe
df = pd.DataFrame({
    'State': ['Idaho', 'Nevada', 'North Dakota'],
    '1990': [12, 10, 9],
    '2000': [15, 18, 9]
})
# Call the tool to solve the problem
increase = calculate_population_increase(df, 'Idaho')
print(increase)","def calculate_increase_in_value_for_entity_between_years(data_frame, entity_col, year1_col, year2_col, entity_name):
    """"""
    This function takes in a pandas DataFrame representing a table of entities and their values for different years, and returns the increase in value for a specific entity from one year to another.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing entities and their values for different years.
    entity_col (str): The column name for the entities.
    year1_col (str): The column name for the first year.
    year2_col (str): The column name for the second year.
    entity_name (str): The name of the entity to calculate the increase in value for.
    
    Returns:
    float: The increase in value for the entity from year1 to year2. Returns None if the entity is not found in the DataFrame.
    """"""
    # Filter the DataFrame for the specific entity
    entity_df = data_frame[data_frame[entity_col] == entity_name]
    if not entity_df.empty:
        # Calculate the increase in value
        increase = entity_df[year2_col].values[0] - entity_df[year1_col].values[0]
        return increase
    else:
        return None","data = {
    'State': ['Idaho', 'Nevada', 'North Dakota'],
    '1990': [12, 10, 9],
    '2000': [15, 18, 9]
}

df = pd.DataFrame(data)
print(calculate_increase_in_value_for_entity_between_years(data_frame=df, entity_col=""State"", year1_col=""1990"", year2_col=""2000"", entity_name=""Idaho""))"
